County Name,State,State Abbreviation,FIPS,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population,Policy State
COLUMBIA,Washington,WA,53013,2004,,,0,4068,6226385,True
COWLITZ,Washington,WA,53015,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,96729,6226385,True
DOUGLAS,Washington,WA,53017,2004,,,0,34925,6226385,True
FERRY,Washington,WA,53019,2004,,,0,7378,6226385,True
FRANKLIN,Washington,WA,53021,2004,,,0,60890,6226385,True
GARFIELD,Washington,WA,53023,2004,,,0,2345,6226385,True
GRANT,Washington,WA,53025,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,80478,6226385,True
GRAYS HARBOR,Washington,WA,53027,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,69405,6226385,True
ISLAND,Washington,WA,53029,2004,,,0,74347,6226385,True
JEFFERSON,Washington,WA,53031,2004,,,0,27729,6226385,True
KING,Washington,WA,53033,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,180,1814763,6226385,True
KING,Washington,WA,53033,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,35,1814763,6226385,True
KING,Washington,WA,53033,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19,1814763,6226385,True
KITSAP,Washington,WA,53035,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,239646,6226385,True
KITTITAS,Washington,WA,53037,2004,,,0,36385,6226385,True
KLICKITAT,Washington,WA,53039,2004,,,0,19630,6226385,True
LEWIS,Washington,WA,53041,2004,,,0,71333,6226385,True
LINCOLN,Washington,WA,53043,2004,,,0,10333,6226385,True
MASON,Washington,WA,53045,2004,,,0,53943,6226385,True
OKANOGAN,Washington,WA,53047,2004,,,0,40187,6226385,True
PACIFIC,Washington,WA,53049,2004,,,0,20955,6226385,True
PEND OREILLE,Washington,WA,53051,2004,,,0,12226,6226385,True
PIERCE,Washington,WA,53053,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,738576,6226385,True
PIERCE,Washington,WA,53053,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13,738576,6226385,True
SAN JUAN,Washington,WA,53055,2004,,,0,14740,6226385,True
SKAGIT,Washington,WA,53057,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,108569,6226385,True
SKAMANIA,Washington,WA,53059,2004,,,0,10352,6226385,True
SNOHOMISH,Washington,WA,53061,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,648943,6226385,True
SNOHOMISH,Washington,WA,53061,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,18,648943,6226385,True
SPOKANE,Washington,WA,53063,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,439272,6226385,True
SPOKANE,Washington,WA,53063,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,19,439272,6226385,True
STEVENS,Washington,WA,53065,2004,,,0,41458,6226385,True
THURSTON,Washington,WA,53067,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,225340,6226385,True
WAHKIAKUM,Washington,WA,53069,2004,,,0,3888,6226385,True
WALLA WALLA,Washington,WA,53071,2004,,,0,56617,6226385,True
WHATCOM,Washington,WA,53073,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,180550,6226385,True
WHITMAN,Washington,WA,53075,2004,,,0,42358,6226385,True
YAKIMA,Washington,WA,53077,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,230842,6226385,True
ADAMS,Washington,WA,53001,2005,,,0,17576,6309411,True
ASOTIN,Washington,WA,53003,2005,,,0,21088,6309411,True
BENTON,Washington,WA,53005,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,158823,6309411,True
CHELAN,Washington,WA,53007,2005,,,0,69536,6309411,True
CLALLAM,Washington,WA,53009,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,67793,6309411,True
CLARK,Washington,WA,53011,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,385295,6309411,True
CLARK,Washington,WA,53011,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,10,385295,6309411,True
COLUMBIA,Washington,WA,53013,2005,,,0,4069,6309411,True
COWLITZ,Washington,WA,53015,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,97675,6309411,True
DOUGLAS,Washington,WA,53017,2005,,,0,35509,6309411,True
FERRY,Washington,WA,53019,2005,,,0,7407,6309411,True
FRANKLIN,Washington,WA,53021,2005,,,0,63768,6309411,True
GARFIELD,Washington,WA,53023,2005,,,0,2332,6309411,True
GRANT,Washington,WA,53025,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,81919,6309411,True
GRAYS HARBOR,Washington,WA,53027,2005,,,0,69971,6309411,True
ISLAND,Washington,WA,53029,2005,,,0,75041,6309411,True
JEFFERSON,Washington,WA,53031,2005,,,0,28086,6309411,True
KING,Washington,WA,53033,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,189,1834185,6309411,True
KING,Washington,WA,53033,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,37,1834185,6309411,True
KITSAP,Washington,WA,53035,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,241562,6309411,True
KITTITAS,Washington,WA,53037,2005,,,0,37139,6309411,True
KLICKITAT,Washington,WA,53039,2005,,,0,19745,6309411,True
LEWIS,Washington,WA,53041,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,72020,6309411,True
LINCOLN,Washington,WA,53043,2005,,,0,10373,6309411,True
MASON,Washington,WA,53045,2005,,,0,55068,6309411,True
OKANOGAN,Washington,WA,53047,2005,,,0,40342,6309411,True
PACIFIC,Washington,WA,53049,2005,,,0,20949,6309411,True
PEND OREILLE,Washington,WA,53051,2005,,,0,12356,6309411,True
PIERCE,Washington,WA,53053,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,748016,6309411,True
PIERCE,Washington,WA,53053,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,16,748016,6309411,True
SAN JUAN,Washington,WA,53055,2005,,,0,14912,6309411,True
SKAGIT,Washington,WA,53057,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,109957,6309411,True
SKAMANIA,Washington,WA,53059,2005,,,0,10471,6309411,True
SNOHOMISH,Washington,WA,53061,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,84,659668,6309411,True
SNOHOMISH,Washington,WA,53061,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,10,659668,6309411,True
SPOKANE,Washington,WA,53063,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,444598,6309411,True
SPOKANE,Washington,WA,53063,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,17,444598,6309411,True
STEVENS,Washington,WA,53065,2005,,,0,41802,6309411,True
THURSTON,Washington,WA,53067,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,229827,6309411,True
WAHKIAKUM,Washington,WA,53069,2005,,,0,3904,6309411,True
WALLA WALLA,Washington,WA,53071,2005,,,0,56977,6309411,True
WHATCOM,Washington,WA,53073,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,183982,6309411,True
WHITMAN,Washington,WA,53075,2005,,,0,42762,6309411,True
YAKIMA,Washington,WA,53077,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,232908,6309411,True
ADAMS,Washington,WA,53001,2006,,,0,17806,6392437,True
ASOTIN,Washington,WA,53003,2006,,,0,21195,6392437,True
BENTON,Washington,WA,53005,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,162093,6392437,True
CHELAN,Washington,WA,53007,2006,,,0,70121,6392437,True
CLALLAM,Washington,WA,53009,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,68515,6392437,True
CLARK,Washington,WA,53011,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,393307,6392437,True
CLARK,Washington,WA,53011,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,10,393307,6392437,True
COLUMBIA,Washington,WA,53013,2006,,,0,4070,6392437,True
COWLITZ,Washington,WA,53015,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,98621,6392437,True
DOUGLAS,Washington,WA,53017,2006,,,0,36093,6392437,True
FERRY,Washington,WA,53019,2006,,,0,7436,6392437,True
FRANKLIN,Washington,WA,53021,2006,,,0,66646,6392437,True
GARFIELD,Washington,WA,53023,2006,,,0,2319,6392437,True
GRANT,Washington,WA,53025,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,83360,6392437,True
GRAYS HARBOR,Washington,WA,53027,2006,,,0,70537,6392437,True
ISLAND,Washington,WA,53029,2006,,,0,75735,6392437,True
JEFFERSON,Washington,WA,53031,2006,,,0,28443,6392437,True
KING,Washington,WA,53033,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,216,1853607,6392437,True
KING,Washington,WA,53033,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,33,1853607,6392437,True
KING,Washington,WA,53033,2006,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,1853607,6392437,True
KITSAP,Washington,WA,53035,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,243478,6392437,True
KITTITAS,Washington,WA,53037,2006,,,0,37893,6392437,True
KLICKITAT,Washington,WA,53039,2006,,,0,19860,6392437,True
LEWIS,Washington,WA,53041,2006,,,0,72707,6392437,True
LINCOLN,Washington,WA,53043,2006,,,0,10413,6392437,True
MASON,Washington,WA,53045,2006,,,0,56193,6392437,True
OKANOGAN,Washington,WA,53047,2006,,,0,40497,6392437,True
PACIFIC,Washington,WA,53049,2006,,,0,20943,6392437,True
PEND OREILLE,Washington,WA,53051,2006,,,0,12486,6392437,True
PIERCE,Washington,WA,53053,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,68,757456,6392437,True
SAN JUAN,Washington,WA,53055,2006,,,0,15084,6392437,True
SKAGIT,Washington,WA,53057,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,111345,6392437,True
SKAMANIA,Washington,WA,53059,2006,,,0,10590,6392437,True
SNOHOMISH,Washington,WA,53061,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,86,670393,6392437,True
SNOHOMISH,Washington,WA,53061,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,11,670393,6392437,True
SPOKANE,Washington,WA,53063,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,85,449924,6392437,True
SPOKANE,Washington,WA,53063,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,14,449924,6392437,True
STEVENS,Washington,WA,53065,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,42146,6392437,True
THURSTON,Washington,WA,53067,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,234314,6392437,True
WAHKIAKUM,Washington,WA,53069,2006,,,0,3920,6392437,True
WALLA WALLA,Washington,WA,53071,2006,,,0,57337,6392437,True
WHATCOM,Washington,WA,53073,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,187414,6392437,True
WHITMAN,Washington,WA,53075,2006,,,0,43166,6392437,True
YAKIMA,Washington,WA,53077,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,234974,6392437,True
ADAMS,Washington,WA,53001,2007,,,0,18036,6475463,True
ASOTIN,Washington,WA,53003,2007,,,0,21302,6475463,True
BENTON,Washington,WA,53005,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,165363,6475463,True
CHELAN,Washington,WA,53007,2007,,,0,70706,6475463,True
CLALLAM,Washington,WA,53009,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,69237,6475463,True
CLARK,Washington,WA,53011,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,401319,6475463,True
CLARK,Washington,WA,53011,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,14,401319,6475463,True
COLUMBIA,Washington,WA,53013,2007,,,0,4071,6475463,True
COWLITZ,Washington,WA,53015,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,99567,6475463,True
DOUGLAS,Washington,WA,53017,2007,,,0,36677,6475463,True
FERRY,Washington,WA,53019,2007,,,0,7465,6475463,True
FRANKLIN,Washington,WA,53021,2007,,,0,69524,6475463,True
GARFIELD,Washington,WA,53023,2007,,,0,2306,6475463,True
GRANT,Washington,WA,53025,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,84801,6475463,True
GRAYS HARBOR,Washington,WA,53027,2007,,,0,71103,6475463,True
ISLAND,Washington,WA,53029,2007,,,0,76429,6475463,True
JEFFERSON,Washington,WA,53031,2007,,,0,28800,6475463,True
KING,Washington,WA,53033,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,212,1873029,6475463,True
KING,Washington,WA,53033,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,32,1873029,6475463,True
KING,Washington,WA,53033,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,1873029,6475463,True
KITSAP,Washington,WA,53035,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,245394,6475463,True
KITTITAS,Washington,WA,53037,2007,,,0,38647,6475463,True
KLICKITAT,Washington,WA,53039,2007,,,0,19975,6475463,True
LEWIS,Washington,WA,53041,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,73394,6475463,True
LINCOLN,Washington,WA,53043,2007,,,0,10453,6475463,True
MASON,Washington,WA,53045,2007,,,0,57318,6475463,True
OKANOGAN,Washington,WA,53047,2007,,,0,40652,6475463,True
PACIFIC,Washington,WA,53049,2007,,,0,20937,6475463,True
PEND OREILLE,Washington,WA,53051,2007,,,0,12616,6475463,True
PIERCE,Washington,WA,53053,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,98,766896,6475463,True
PIERCE,Washington,WA,53053,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,12,766896,6475463,True
PIERCE,Washington,WA,53053,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15,766896,6475463,True
SAN JUAN,Washington,WA,53055,2007,,,0,15256,6475463,True
SKAGIT,Washington,WA,53057,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,112733,6475463,True
SKAMANIA,Washington,WA,53059,2007,,,0,10709,6475463,True
SNOHOMISH,Washington,WA,53061,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,95,681118,6475463,True
SNOHOMISH,Washington,WA,53061,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,12,681118,6475463,True
SPOKANE,Washington,WA,53063,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,88,455250,6475463,True
SPOKANE,Washington,WA,53063,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,16,455250,6475463,True
STEVENS,Washington,WA,53065,2007,,,0,42490,6475463,True
THURSTON,Washington,WA,53067,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,238801,6475463,True
WAHKIAKUM,Washington,WA,53069,2007,,,0,3936,6475463,True
WALLA WALLA,Washington,WA,53071,2007,,,0,57697,6475463,True
WHATCOM,Washington,WA,53073,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,190846,6475463,True
WHITMAN,Washington,WA,53075,2007,,,0,43570,6475463,True
YAKIMA,Washington,WA,53077,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,237040,6475463,True
ADAMS,Washington,WA,53001,2008,,,0,18266,6558489,True
ASOTIN,Washington,WA,53003,2008,,,0,21409,6558489,True
BENTON,Washington,WA,53005,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,168633,6558489,True
CHELAN,Washington,WA,53007,2008,,,0,71291,6558489,True
CLALLAM,Washington,WA,53009,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,69959,6558489,True
CLARK,Washington,WA,53011,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,409331,6558489,True
CLARK,Washington,WA,53011,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,17,409331,6558489,True
COLUMBIA,Washington,WA,53013,2008,,,0,4072,6558489,True
COWLITZ,Washington,WA,53015,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,100513,6558489,True
DOUGLAS,Washington,WA,53017,2008,,,0,37261,6558489,True
FERRY,Washington,WA,53019,2008,,,0,7494,6558489,True
FRANKLIN,Washington,WA,53021,2008,,,0,72402,6558489,True
GARFIELD,Washington,WA,53023,2008,,,0,2293,6558489,True
GRANT,Washington,WA,53025,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,86242,6558489,True
GRAYS HARBOR,Washington,WA,53027,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,71669,6558489,True
ISLAND,Washington,WA,53029,2008,,,0,77123,6558489,True
JEFFERSON,Washington,WA,53031,2008,,,0,29157,6558489,True
KING,Washington,WA,53033,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,206,1892451,6558489,True
KING,Washington,WA,53033,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,28,1892451,6558489,True
KING,Washington,WA,53033,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,1892451,6558489,True
KITSAP,Washington,WA,53035,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,247310,6558489,True
KITSAP,Washington,WA,53035,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,10,247310,6558489,True
KITTITAS,Washington,WA,53037,2008,,,0,39401,6558489,True
KLICKITAT,Washington,WA,53039,2008,,,0,20090,6558489,True
LEWIS,Washington,WA,53041,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,74081,6558489,True
LINCOLN,Washington,WA,53043,2008,,,0,10493,6558489,True
MASON,Washington,WA,53045,2008,,,0,58443,6558489,True
OKANOGAN,Washington,WA,53047,2008,,,0,40807,6558489,True
PACIFIC,Washington,WA,53049,2008,,,0,20931,6558489,True
PEND OREILLE,Washington,WA,53051,2008,,,0,12746,6558489,True
PIERCE,Washington,WA,53053,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,108,776336,6558489,True
PIERCE,Washington,WA,53053,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,21,776336,6558489,True
SAN JUAN,Washington,WA,53055,2008,,,0,15428,6558489,True
SKAGIT,Washington,WA,53057,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,114121,6558489,True
SKAMANIA,Washington,WA,53059,2008,,,0,10828,6558489,True
SNOHOMISH,Washington,WA,53061,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,691843,6558489,True
SPOKANE,Washington,WA,53063,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,104,460576,6558489,True
SPOKANE,Washington,WA,53063,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,22,460576,6558489,True
STEVENS,Washington,WA,53065,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,42834,6558489,True
THURSTON,Washington,WA,53067,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,243288,6558489,True
WAHKIAKUM,Washington,WA,53069,2008,,,0,3952,6558489,True
WALLA WALLA,Washington,WA,53071,2008,,,0,58057,6558489,True
WHATCOM,Washington,WA,53073,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,194278,6558489,True
WHITMAN,Washington,WA,53075,2008,,,0,43974,6558489,True
YAKIMA,Washington,WA,53077,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,239106,6558489,True
ADAMS,Washington,WA,53001,2009,,,0,18496,6641515,True
ASOTIN,Washington,WA,53003,2009,,,0,21516,6641515,True
BENTON,Washington,WA,53005,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,171903,6641515,True
CHELAN,Washington,WA,53007,2009,,,0,71876,6641515,True
CLALLAM,Washington,WA,53009,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,70681,6641515,True
CLARK,Washington,WA,53011,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,417343,6641515,True
CLARK,Washington,WA,53011,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,15,417343,6641515,True
COLUMBIA,Washington,WA,53013,2009,,,0,4073,6641515,True
COWLITZ,Washington,WA,53015,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,101459,6641515,True
DOUGLAS,Washington,WA,53017,2009,,,0,37845,6641515,True
FERRY,Washington,WA,53019,2009,,,0,7523,6641515,True
FRANKLIN,Washington,WA,53021,2009,,,0,75280,6641515,True
GARFIELD,Washington,WA,53023,2009,,,0,2280,6641515,True
GRANT,Washington,WA,53025,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,87683,6641515,True
GRAYS HARBOR,Washington,WA,53027,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,72235,6641515,True
ISLAND,Washington,WA,53029,2009,,,0,77817,6641515,True
JEFFERSON,Washington,WA,53031,2009,,,0,29514,6641515,True
KING,Washington,WA,53033,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,203,1911873,6641515,True
KING,Washington,WA,53033,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,28,1911873,6641515,True
KITSAP,Washington,WA,53035,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,249226,6641515,True
KITTITAS,Washington,WA,53037,2009,,,0,40155,6641515,True
KLICKITAT,Washington,WA,53039,2009,,,0,20205,6641515,True
LEWIS,Washington,WA,53041,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,74768,6641515,True
LINCOLN,Washington,WA,53043,2009,,,0,10533,6641515,True
MASON,Washington,WA,53045,2009,,,0,59568,6641515,True
OKANOGAN,Washington,WA,53047,2009,,,0,40962,6641515,True
PACIFIC,Washington,WA,53049,2009,,,0,20925,6641515,True
PEND OREILLE,Washington,WA,53051,2009,,,0,12876,6641515,True
PIERCE,Washington,WA,53053,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,785776,6641515,True
SAN JUAN,Washington,WA,53055,2009,,,0,15600,6641515,True
SKAGIT,Washington,WA,53057,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,115509,6641515,True
SKAMANIA,Washington,WA,53059,2009,,,0,10947,6641515,True
SNOHOMISH,Washington,WA,53061,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,702568,6641515,True
SNOHOMISH,Washington,WA,53061,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,16,702568,6641515,True
SPOKANE,Washington,WA,53063,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,465902,6641515,True
STEVENS,Washington,WA,53065,2009,,,0,43178,6641515,True
THURSTON,Washington,WA,53067,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,247775,6641515,True
WAHKIAKUM,Washington,WA,53069,2009,,,0,3968,6641515,True
WALLA WALLA,Washington,WA,53071,2009,,,0,58417,6641515,True
WHATCOM,Washington,WA,53073,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,197710,6641515,True
WHITMAN,Washington,WA,53075,2009,,,0,44378,6641515,True
YAKIMA,Washington,WA,53077,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,241172,6641515,True
ADAMS,Washington,WA,53001,2010,,,0,18728,6724540,True
ASOTIN,Washington,WA,53003,2010,,,0,21623,6724540,True
BENTON,Washington,WA,53005,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,175169,6724540,True
