County Name,State,State Abbreviation,FIPS,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population,Policy State
HOPKINS,Texas,TX,48223,2003,,,0,32920,22139555,True
HOUSTON,Texas,TX,48225,2003,,,0,23322,22139555,True
HOWARD,Texas,TX,48227,2003,,,0,34044,22139555,True
HUDSPETH,Texas,TX,48229,2003,,,0,3388,22139555,True
HUNT,Texas,TX,48231,2003,,,0,79442,22139555,True
HUTCHINSON,Texas,TX,48233,2003,,,0,23378,22139555,True
IRION,Texas,TX,48235,2003,,,0,1714,22139555,True
JACK,Texas,TX,48237,2003,,,0,8838,22139555,True
JACKSON,Texas,TX,48239,2003,,,0,14294,22139555,True
JASPER,Texas,TX,48241,2003,,,0,35600,22139555,True
JEFF DAVIS,Texas,TX,48243,2003,,,0,2249,22139555,True
JEFFERSON,Texas,TX,48245,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,252061,22139555,True
JIM HOGG,Texas,TX,48247,2003,,,0,5289,22139555,True
JIM WELLS,Texas,TX,48249,2003,,,0,39791,22139555,True
JOHNSON,Texas,TX,48251,2003,,,0,133918,22139555,True
JONES,Texas,TX,48253,2003,,,0,20614,22139555,True
KARNES,Texas,TX,48255,2003,,,0,15255,22139555,True
KAUFMAN,Texas,TX,48257,2003,,,0,81025,22139555,True
KENDALL,Texas,TX,48259,2003,,,0,26679,22139555,True
KENEDY,Texas,TX,48261,2003,,,0,414,22139555,True
KENT,Texas,TX,48263,2003,,,0,844,22139555,True
KERR,Texas,TX,48265,2003,,,0,45440,22139555,True
KIMBLE,Texas,TX,48267,2003,,,0,4503,22139555,True
KING,Texas,TX,48269,2003,,,0,335,22139555,True
KINNEY,Texas,TX,48271,2003,,,0,3441,22139555,True
KLEBERG,Texas,TX,48273,2003,,,0,31745,22139555,True
KNOX,Texas,TX,48275,2003,,,0,4094,22139555,True
LAMAR,Texas,TX,48277,2003,,,0,48881,22139555,True
LAMB,Texas,TX,48279,2003,,,0,14491,22139555,True
LAMPASAS,Texas,TX,48281,2003,,,0,18382,22139555,True
LA SALLE,Texas,TX,48283,2003,,,0,6169,22139555,True
LAVACA,Texas,TX,48285,2003,,,0,19232,22139555,True
LEE,Texas,TX,48287,2003,,,0,15938,22139555,True
LEON,Texas,TX,48289,2003,,,0,15754,22139555,True
LIBERTY,Texas,TX,48291,2003,,,0,71828,22139555,True
LIMESTONE,Texas,TX,48293,2003,,,0,22452,22139555,True
LIPSCOMB,Texas,TX,48295,2003,,,0,3125,22139555,True
LIVE OAK,Texas,TX,48297,2003,,,0,12043,22139555,True
LLANO,Texas,TX,48299,2003,,,0,17686,22139555,True
LOVING,Texas,TX,48301,2003,,,0,73,22139555,True
LUBBOCK,Texas,TX,48303,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,253525,22139555,True
LYNN,Texas,TX,48305,2003,,,0,6358,22139555,True
MCCULLOCH,Texas,TX,48307,2003,,,0,8227,22139555,True
MCLENNAN,Texas,TX,48309,2003,,,0,219936,22139555,True
MCMULLEN,Texas,TX,48311,2003,,,0,805,22139555,True
MADISON,Texas,TX,48313,2003,,,0,13161,22139555,True
MARION,Texas,TX,48315,2003,,,0,10819,22139555,True
MARTIN,Texas,TX,48317,2003,,,0,4761,22139555,True
MASON,Texas,TX,48319,2003,,,0,3819,22139555,True
MATAGORDA,Texas,TX,48321,2003,,,0,37553,22139555,True
MAVERICK,Texas,TX,48323,2003,,,0,49376,22139555,True
MEDINA,Texas,TX,48325,2003,,,0,41325,22139555,True
MENARD,Texas,TX,48327,2003,,,0,2321,22139555,True
MIDLAND,Texas,TX,48329,2003,,,0,122286,22139555,True
MILAM,Texas,TX,48331,2003,,,0,24391,22139555,True
MILLS,Texas,TX,48333,2003,,,0,5083,22139555,True
MITCHELL,Texas,TX,48335,2003,,,0,9609,22139555,True
MONTAGUE,Texas,TX,48337,2003,,,0,19291,22139555,True
MONTGOMERY,Texas,TX,48339,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,342370,22139555,True
MONTGOMERY,Texas,TX,48339,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,12,342370,22139555,True
MOORE,Texas,TX,48341,2003,,,0,20657,22139555,True
MORRIS,Texas,TX,48343,2003,,,0,13010,22139555,True
MOTLEY,Texas,TX,48345,2003,,,0,1355,22139555,True
NACOGDOCHES,Texas,TX,48347,2003,,,0,60796,22139555,True
NAVARRO,Texas,TX,48349,2003,,,0,45932,22139555,True
NEWTON,Texas,TX,48351,2003,,,0,14871,22139555,True
NOLAN,Texas,TX,48353,2003,,,0,15628,22139555,True
NUECES,Texas,TX,48355,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,321525,22139555,True
OCHILTREE,Texas,TX,48357,2003,,,0,9367,22139555,True
OLDHAM,Texas,TX,48359,2003,,,0,2144,22139555,True
ORANGE,Texas,TX,48361,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,84073,22139555,True
PALO PINTO,Texas,TX,48363,2003,,,0,27348,22139555,True
PANOLA,Texas,TX,48365,2003,,,0,23071,22139555,True
PARKER,Texas,TX,48367,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,96988,22139555,True
PARMER,Texas,TX,48369,2003,,,0,10086,22139555,True
PECOS,Texas,TX,48371,2003,,,0,16406,22139555,True
POLK,Texas,TX,48373,2003,,,0,42430,22139555,True
POTTER,Texas,TX,48375,2003,,,0,115881,22139555,True
PRESIDIO,Texas,TX,48377,2003,,,0,7457,22139555,True
RAINS,Texas,TX,48379,2003,,,0,9665,22139555,True
RANDALL,Texas,TX,48381,2003,,,0,109138,22139555,True
REAGAN,Texas,TX,48383,2003,,,0,3337,22139555,True
REAL,Texas,TX,48385,2003,,,0,3124,22139555,True
RED RIVER,Texas,TX,48387,2003,,,0,13879,22139555,True
REEVES,Texas,TX,48389,2003,,,0,13333,22139555,True
REFUGIO,Texas,TX,48391,2003,,,0,7695,22139555,True
ROBERTS,Texas,TX,48393,2003,,,0,899,22139555,True
ROBERTSON,Texas,TX,48395,2003,,,0,16167,22139555,True
ROCKWALL,Texas,TX,48397,2003,,,0,53616,22139555,True
RUNNELS,Texas,TX,48399,2003,,,0,11182,22139555,True
RUSK,Texas,TX,48401,2003,,,0,49180,22139555,True
SABINE,Texas,TX,48403,2003,,,0,10532,22139555,True
SAN AUGUSTINE,Texas,TX,48405,2003,,,0,8915,22139555,True
SAN JACINTO,Texas,TX,48407,2003,,,0,23462,22139555,True
SAN PATRICIO,Texas,TX,48409,2003,,,0,66532,22139555,True
SAN SABA,Texas,TX,48411,2003,,,0,6167,22139555,True
SCHLEICHER,Texas,TX,48413,2003,,,0,3093,22139555,True
SCURRY,Texas,TX,48415,2003,,,0,16531,22139555,True
SHACKELFORD,Texas,TX,48417,2003,,,0,3326,22139555,True
SHELBY,Texas,TX,48419,2003,,,0,25284,22139555,True
SHERMAN,Texas,TX,48421,2003,,,0,3139,22139555,True
SMITH,Texas,TX,48423,2003,,,0,185319,22139555,True
SOMERVELL,Texas,TX,48425,2003,,,0,7387,22139555,True
STARR,Texas,TX,48427,2003,,,0,55793,22139555,True
STEPHENS,Texas,TX,48429,2003,,,0,9661,22139555,True
STERLING,Texas,TX,48431,2003,,,0,1318,22139555,True
STONEWALL,Texas,TX,48433,2003,,,0,1631,22139555,True
SUTTON,Texas,TX,48435,2003,,,0,4091,22139555,True
SWISHER,Texas,TX,48437,2003,,,0,8216,22139555,True
TARRANT,Texas,TX,48439,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,112,1557698,22139555,True
TARRANT,Texas,TX,48439,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,17,1557698,22139555,True
TARRANT,Texas,TX,48439,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,1557698,22139555,True
TAYLOR,Texas,TX,48441,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,128076,22139555,True
TERRELL,Texas,TX,48443,2003,,,0,1051,22139555,True
TERRY,Texas,TX,48445,2003,,,0,12724,22139555,True
THROCKMORTON,Texas,TX,48447,2003,,,0,1784,22139555,True
TITUS,Texas,TX,48449,2003,,,0,29384,22139555,True
TOM GREEN,Texas,TX,48451,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,105878,22139555,True
TRAVIS,Texas,TX,48453,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,66,875583,22139555,True
TRAVIS,Texas,TX,48453,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,13,875583,22139555,True
TRINITY,Texas,TX,48455,2003,,,0,14027,22139555,True
TYLER,Texas,TX,48457,2003,,,0,21118,22139555,True
UPSHUR,Texas,TX,48459,2003,,,0,36511,22139555,True
UPTON,Texas,TX,48461,2003,,,0,3390,22139555,True
UVALDE,Texas,TX,48463,2003,,,0,26066,22139555,True
VAL VERDE,Texas,TX,48465,2003,,,0,46046,22139555,True
VAN ZANDT,Texas,TX,48467,2003,,,0,49458,22139555,True
VICTORIA,Texas,TX,48469,2003,,,0,84893,22139555,True
WALKER,Texas,TX,48471,2003,,,0,63587,22139555,True
WALLER,Texas,TX,48473,2003,,,0,35764,22139555,True
WARD,Texas,TX,48475,2003,,,0,10834,22139555,True
WASHINGTON,Texas,TX,48477,2003,,,0,31396,22139555,True
WEBB,Texas,TX,48479,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,210278,22139555,True
WHARTON,Texas,TX,48481,2003,,,0,41218,22139555,True
WHEELER,Texas,TX,48483,2003,,,0,5325,22139555,True
WICHITA,Texas,TX,48485,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,131686,22139555,True
WILBARGER,Texas,TX,48487,2003,,,0,14337,22139555,True
WILLACY,Texas,TX,48489,2003,,,0,20697,22139555,True
WILLIAMSON,Texas,TX,48491,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,302078,22139555,True
WILSON,Texas,TX,48493,2003,,,0,35554,22139555,True
WINKLER,Texas,TX,48495,2003,,,0,7155,22139555,True
WISE,Texas,TX,48497,2003,,,0,51882,22139555,True
WOOD,Texas,TX,48499,2003,,,0,38298,22139555,True
YOAKUM,Texas,TX,48501,2003,,,0,7490,22139555,True
YOUNG,Texas,TX,48503,2003,,,0,18076,22139555,True
ZAPATA,Texas,TX,48505,2003,,,0,12663,22139555,True
ZAVALA,Texas,TX,48507,2003,,,0,11654,22139555,True
ANDERSON,Texas,TX,48001,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,56450,22569064,True
ANDREWS,Texas,TX,48003,2004,,,0,13714,22569064,True
ANGELINA,Texas,TX,48005,2004,,,0,82783,22569064,True
ARANSAS,Texas,TX,48007,2004,,,0,22737,22569064,True
ARCHER,Texas,TX,48009,2004,,,0,8964,22569064,True
ARMSTRONG,Texas,TX,48011,2004,,,0,2053,22569064,True
ATASCOSA,Texas,TX,48013,2004,,,0,41104,22569064,True
AUSTIN,Texas,TX,48015,2004,,,0,25518,22569064,True
BAILEY,Texas,TX,48017,2004,,,0,6821,22569064,True
BANDERA,Texas,TX,48019,2004,,,0,18749,22569064,True
BASTROP,Texas,TX,48021,2004,,,0,64302,22569064,True
BAYLOR,Texas,TX,48023,2004,,,0,3947,22569064,True
BEE,Texas,TX,48025,2004,,,0,32151,22569064,True
BELL,Texas,TX,48027,2004,,,0,266864,22569064,True
BEXAR,Texas,TX,48029,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,1521731,22569064,True
BEXAR,Texas,TX,48029,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,20,1521731,22569064,True
BEXAR,Texas,TX,48029,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15,1521731,22569064,True
BLANCO,Texas,TX,48031,2004,,,0,9260,22569064,True
BORDEN,Texas,TX,48033,2004,,,0,693,22569064,True
BOSQUE,Texas,TX,48035,2004,,,0,17600,22569064,True
BOWIE,Texas,TX,48037,2004,,,0,90604,22569064,True
BRAZORIA,Texas,TX,48039,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,270333,22569064,True
BRAZOS,Texas,TX,48041,2004,,,0,169404,22569064,True
BREWSTER,Texas,TX,48043,2004,,,0,9016,22569064,True
BRISCOE,Texas,TX,48045,2004,,,0,1737,22569064,True
BROOKS,Texas,TX,48047,2004,,,0,7676,22569064,True
BROWN,Texas,TX,48049,2004,,,0,37844,22569064,True
BURLESON,Texas,TX,48051,2004,,,0,16745,22569064,True
BURNET,Texas,TX,48053,2004,,,0,37596,22569064,True
CALDWELL,Texas,TX,48055,2004,,,0,34485,22569064,True
CALHOUN,Texas,TX,48057,2004,,,0,20941,22569064,True
CALLAHAN,Texas,TX,48059,2004,,,0,13141,22569064,True
CAMERON,Texas,TX,48061,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,363416,22569064,True
CAMP,Texas,TX,48063,2004,,,0,11881,22569064,True
CARSON,Texas,TX,48065,2004,,,0,6375,22569064,True
CASS,Texas,TX,48067,2004,,,0,30443,22569064,True
CASTRO,Texas,TX,48069,2004,,,0,8192,22569064,True
CHAMBERS,Texas,TX,48071,2004,,,0,29642,22569064,True
CHEROKEE,Texas,TX,48073,2004,,,0,48364,22569064,True
CHILDRESS,Texas,TX,48075,2004,,,0,7433,22569064,True
CLAY,Texas,TX,48077,2004,,,0,10901,22569064,True
COCHRAN,Texas,TX,48079,2004,,,0,3484,22569064,True
COKE,Texas,TX,48081,2004,,,0,3645,22569064,True
COLEMAN,Texas,TX,48083,2004,,,0,9096,22569064,True
COLLIN,Texas,TX,48085,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,607652,22569064,True
COLLIN,Texas,TX,48085,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10,607652,22569064,True
COLLINGSWORTH,Texas,TX,48087,2004,,,0,3146,22569064,True
COLORADO,Texas,TX,48089,2004,,,0,20564,22569064,True
COMAL,Texas,TX,48091,2004,,,0,90206,22569064,True
COMANCHE,Texas,TX,48093,2004,,,0,13999,22569064,True
CONCHO,Texas,TX,48095,2004,,,0,4012,22569064,True
COOKE,Texas,TX,48097,2004,,,0,37198,22569064,True
CORYELL,Texas,TX,48099,2004,,,0,75131,22569064,True
COTTLE,Texas,TX,48101,2004,,,0,1743,22569064,True
CRANE,Texas,TX,48103,2004,,,0,4148,22569064,True
CROCKETT,Texas,TX,48105,2004,,,0,3947,22569064,True
CROSBY,Texas,TX,48107,2004,,,0,6664,22569064,True
CULBERSON,Texas,TX,48109,2004,,,0,2747,22569064,True
DALLAM,Texas,TX,48111,2004,,,0,6409,22569064,True
DALLAS,Texas,TX,48113,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,144,2276760,22569064,True
DALLAS,Texas,TX,48113,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,22,2276760,22569064,True
DALLAS,Texas,TX,48113,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20,2276760,22569064,True
DAWSON,Texas,TX,48115,2004,,,0,14527,22569064,True
DEAF SMITH,Texas,TX,48117,2004,,,0,18889,22569064,True
DELTA,Texas,TX,48119,2004,,,0,5283,22569064,True
DENTON,Texas,TX,48121,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,524861,22569064,True
DEWITT,Texas,TX,48123,2004,,,0,20039,22569064,True
DICKENS,Texas,TX,48125,2004,,,0,2632,22569064,True
DIMMIT,Texas,TX,48127,2004,,,0,10121,22569064,True
DONLEY,Texas,TX,48129,2004,,,0,3778,22569064,True
DUVAL,Texas,TX,48131,2004,,,0,12557,22569064,True
EASTLAND,Texas,TX,48133,2004,,,0,18405,22569064,True
ECTOR,Texas,TX,48135,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,127528,22569064,True
EDWARDS,Texas,TX,48137,2004,,,0,2096,22569064,True
ELLIS,Texas,TX,48139,2004,,,0,126691,22569064,True
EL PASO,Texas,TX,48141,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,728000,22569064,True
ERATH,Texas,TX,48143,2004,,,0,34949,22569064,True
FALLS,Texas,TX,48145,2004,,,0,18283,22569064,True
FANNIN,Texas,TX,48147,2004,,,0,32297,22569064,True
FAYETTE,Texas,TX,48149,2004,,,0,22914,22569064,True
FISHER,Texas,TX,48151,2004,,,0,4197,22569064,True
FLOYD,Texas,TX,48153,2004,,,0,7242,22569064,True
FOARD,Texas,TX,48155,2004,,,0,1509,22569064,True
FORT BEND,Texas,TX,48157,2004,,,0,446446,22569064,True
FRANKLIN,Texas,TX,48159,2004,,,0,9899,22569064,True
FREESTONE,Texas,TX,48161,2004,,,0,18639,22569064,True
FRIO,Texas,TX,48163,2004,,,0,16639,22569064,True
GAINES,Texas,TX,48165,2004,,,0,15687,22569064,True
GALVESTON,Texas,TX,48167,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,266630,22569064,True
GARZA,Texas,TX,48169,2004,,,0,5508,22569064,True
GILLESPIE,Texas,TX,48171,2004,,,0,22418,22569064,True
GLASSCOCK,Texas,TX,48173,2004,,,0,1337,22569064,True
GOLIAD,Texas,TX,48175,2004,,,0,7039,22569064,True
GONZALES,Texas,TX,48177,2004,,,0,19085,22569064,True
GRAY,Texas,TX,48179,2004,,,0,22662,22569064,True
GRAYSON,Texas,TX,48181,2004,,,0,114694,22569064,True
GREGG,Texas,TX,48183,2004,,,0,115496,22569064,True
GRIMES,Texas,TX,48185,2004,,,0,24760,22569064,True
GUADALUPE,Texas,TX,48187,2004,,,0,105928,22569064,True
HALE,Texas,TX,48189,2004,,,0,36445,22569064,True
HALL,Texas,TX,48191,2004,,,0,3610,22569064,True
HAMILTON,Texas,TX,48193,2004,,,0,8342,22569064,True
HANSFORD,Texas,TX,48195,2004,,,0,5465,22569064,True
HARDEMAN,Texas,TX,48197,2004,,,0,4491,22569064,True
HARDIN,Texas,TX,48199,2004,,,0,50699,22569064,True
HARRIS,Texas,TX,48201,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,293,3677959,22569064,True
HARRIS,Texas,TX,48201,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,62,3677959,22569064,True
HARRISON,Texas,TX,48203,2004,,,0,63516,22569064,True
HARTLEY,Texas,TX,48205,2004,,,0,5746,22569064,True
HASKELL,Texas,TX,48207,2004,,,0,6015,22569064,True
HAYS,Texas,TX,48209,2004,,,0,121590,22569064,True
HEMPHILL,Texas,TX,48211,2004,,,0,3533,22569064,True
HENDERSON,Texas,TX,48213,2004,,,0,75277,22569064,True
HIDALGO,Texas,TX,48215,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,651367,22569064,True
HILL,Texas,TX,48217,2004,,,0,33417,22569064,True
HOCKLEY,Texas,TX,48219,2004,,,0,22803,22569064,True
HOOD,Texas,TX,48221,2004,,,0,45059,22569064,True
HOPKINS,Texas,TX,48223,2004,,,0,33240,22569064,True
HOUSTON,Texas,TX,48225,2004,,,0,23380,22569064,True
HOWARD,Texas,TX,48227,2004,,,0,34182,22569064,True
HUDSPETH,Texas,TX,48229,2004,,,0,3401,22569064,True
HUNT,Texas,TX,48231,2004,,,0,80402,22569064,True
HUTCHINSON,Texas,TX,48233,2004,,,0,23216,22569064,True
IRION,Texas,TX,48235,2004,,,0,1697,22569064,True
JACK,Texas,TX,48237,2004,,,0,8867,22569064,True
JACKSON,Texas,TX,48239,2004,,,0,14263,22569064,True
JASPER,Texas,TX,48241,2004,,,0,35616,22569064,True
