County Name,State,State Abbreviation,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population
MCMINN,Tennessee,TN,47107,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,51300,6149229
MONTGOMERY,Tennessee,TN,47125,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,161073,6149229
PUTNAM,Tennessee,TN,47141,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,69336,6149229
RUTHERFORD,Tennessee,TN,47149,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,238414,6149229
SEVIER,Tennessee,TN,47155,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,84164,6149229
SHELBY,Tennessee,TN,47157,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,918620,6149229
SULLIVAN,Tennessee,TN,47163,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,155686,6149229
SULLIVAN,Tennessee,TN,47163,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,155686,6149229
WARREN,Tennessee,TN,47177,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,39360,6149229
WASHINGTON,Tennessee,TN,47179,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20,118297,6149229
WILSON,Tennessee,TN,47189,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,106490,6149229
ANDERSON,Tennessee,TN,47001,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,74366,6214915
BLOUNT,Tennessee,TN,47009,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,119640,6214915
BRADLEY,Tennessee,TN,47011,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,96741,6214915
CAMPBELL,Tennessee,TN,47013,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,40543,6214915
CHEATHAM,Tennessee,TN,47021,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,38451,6214915
DAVIDSON,Tennessee,TN,47037,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,615231,6214915
DICKSON,Tennessee,TN,47043,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,48352,6214915
GREENE,Tennessee,TN,47059,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,67639,6214915
HAMILTON,Tennessee,TN,47065,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,330811,6214915
JEFFERSON,Tennessee,TN,47089,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,50196,6214915
KNOX,Tennessee,TN,47093,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,422188,6214915
MAURY,Tennessee,TN,47119,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,78654,6214915
RUTHERFORD,Tennessee,TN,47149,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,246469,6214915
SHELBY,Tennessee,TN,47157,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,83,921642,6214915
SHELBY,Tennessee,TN,47157,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,19,921642,6214915
SULLIVAN,Tennessee,TN,47163,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,156057,6214915
SUMNER,Tennessee,TN,47165,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,154616,6214915
WASHINGTON,Tennessee,TN,47179,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,119884,6214915
WILSON,Tennessee,TN,47189,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,109018,6214915
BLOUNT,Tennessee,TN,47009,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,121367,6280601
BRADLEY,Tennessee,TN,47011,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,97837,6280601
DAVIDSON,Tennessee,TN,47037,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,620894,6280601
DAVIDSON,Tennessee,TN,47037,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,11,620894,6280601
GREENE,Tennessee,TN,47059,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,68230,6280601
HAMILTON,Tennessee,TN,47065,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,333648,6280601
HAWKINS,Tennessee,TN,47073,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,56507,6280601
JEFFERSON,Tennessee,TN,47089,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,50932,6280601
KNOX,Tennessee,TN,47093,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,62,427226,6280601
MONTGOMERY,Tennessee,TN,47125,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,168601,6280601
ROANE,Tennessee,TN,47145,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,53973,6280601
RUTHERFORD,Tennessee,TN,47149,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,254524,6280601
SCOTT,Tennessee,TN,47151,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,22119,6280601
SEVIER,Tennessee,TN,47155,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,87868,6280601
SHELBY,Tennessee,TN,47157,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,104,924664,6280601
SHELBY,Tennessee,TN,47157,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,18,924664,6280601
SULLIVAN,Tennessee,TN,47163,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,156428,6280601
SUMNER,Tennessee,TN,47165,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,157627,6280601
WILSON,Tennessee,TN,47189,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,111546,6280601
ANDERSON,Tennessee,TN,47001,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,75089,6346286
BLOUNT,Tennessee,TN,47009,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,123098,6346286
BRADLEY,Tennessee,TN,47011,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,98930,6346286
CAMPBELL,Tennessee,TN,47013,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,40723,6346286
CARTER,Tennessee,TN,47019,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,57388,6346286
CHEATHAM,Tennessee,TN,47021,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,39106,6346286
DAVIDSON,Tennessee,TN,47037,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,88,626560,6346286
HAMBLEN,Tennessee,TN,47063,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,62531,6346286
HAMILTON,Tennessee,TN,47065,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,336486,6346286
HAWKINS,Tennessee,TN,47073,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,56829,6346286
KNOX,Tennessee,TN,47093,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,77,432269,6346286
KNOX,Tennessee,TN,47093,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,10,432269,6346286
MCMINN,Tennessee,TN,47107,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,52279,6346286
MAURY,Tennessee,TN,47119,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,80932,6346286
MONTGOMERY,Tennessee,TN,47125,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,172363,6346286
PUTNAM,Tennessee,TN,47141,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,72349,6346286
ROANE,Tennessee,TN,47145,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,54199,6346286
RUTHERFORD,Tennessee,TN,47149,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,262582,6346286
SEVIER,Tennessee,TN,47155,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,89719,6346286
SHELBY,Tennessee,TN,47157,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,927682,6346286
SHELBY,Tennessee,TN,47157,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,12,927682,6346286
SULLIVAN,Tennessee,TN,47163,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,156800,6346286
SUMNER,Tennessee,TN,47165,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,160634,6346286
WASHINGTON,Tennessee,TN,47179,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,123058,6346286
WILLIAMSON,Tennessee,TN,47187,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,183265,6346286
WILSON,Tennessee,TN,47189,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,114073,6346286
ANDERSON,Tennessee,TN,47001,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,75263,6399252
BLOUNT,Tennessee,TN,47009,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,124129,6399252
BRADLEY,Tennessee,TN,47011,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,99905,6399252
CAMPBELL,Tennessee,TN,47013,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,40581,6399252
CARTER,Tennessee,TN,47019,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,57258,6399252
CHEATHAM,Tennessee,TN,47021,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,39273,6399252
CUMBERLAND,Tennessee,TN,47035,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,56513,6399252
DAVIDSON,Tennessee,TN,47037,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,91,634813,6399252
DAVIDSON,Tennessee,TN,47037,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10,634813,6399252
GREENE,Tennessee,TN,47059,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,68858,6399252
HAMBLEN,Tennessee,TN,47063,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,62786,6399252
HAMILTON,Tennessee,TN,47065,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,339961,6399252
HAWKINS,Tennessee,TN,47073,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,56792,6399252
JEFFERSON,Tennessee,TN,47089,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,51961,6399252
KNOX,Tennessee,TN,47093,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,73,436397,6399252
KNOX,Tennessee,TN,47093,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,11,436397,6399252
MCMINN,Tennessee,TN,47107,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,52405,6399252
MONTGOMERY,Tennessee,TN,47125,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,176561,6399252
OVERTON,Tennessee,TN,47133,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,22078,6399252
PUTNAM,Tennessee,TN,47141,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,73161,6399252
ROANE,Tennessee,TN,47145,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,54067,6399252
ROBERTSON,Tennessee,TN,47147,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,66917,6399252
RUTHERFORD,Tennessee,TN,47149,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,270370,6399252
SEVIER,Tennessee,TN,47155,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,90741,6399252
SHELBY,Tennessee,TN,47157,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,83,928692,6399252
SHELBY,Tennessee,TN,47157,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10,928692,6399252
SULLIVAN,Tennessee,TN,47163,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,156908,6399252
SUMNER,Tennessee,TN,47165,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,163948,6399252
WASHINGTON,Tennessee,TN,47179,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,123752,6399252
WILLIAMSON,Tennessee,TN,47187,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,189323,6399252
WILSON,Tennessee,TN,47189,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,117392,6399252
ANDERSON,Tennessee,TN,47001,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,75437,6452218
BLOUNT,Tennessee,TN,47009,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,125160,6452218
BRADLEY,Tennessee,TN,47011,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,100880,6452218
CARTER,Tennessee,TN,47019,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,57128,6452218
COCKE,Tennessee,TN,47029,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,35674,6452218
COFFEE,Tennessee,TN,47031,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,53527,6452218
CUMBERLAND,Tennessee,TN,47035,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,56964,6452218
DAVIDSON,Tennessee,TN,47037,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,88,643066,6452218
DAVIDSON,Tennessee,TN,47037,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,11,643066,6452218
DAVIDSON,Tennessee,TN,47037,2012,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,643066,6452218
GREENE,Tennessee,TN,47059,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,68891,6452218
HAMBLEN,Tennessee,TN,47063,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,63041,6452218
HAMILTON,Tennessee,TN,47065,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,343436,6452218
KNOX,Tennessee,TN,47093,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,80,440525,6452218
KNOX,Tennessee,TN,47093,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,13,440525,6452218
LAWRENCE,Tennessee,TN,47099,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,42321,6452218
LOUDON,Tennessee,TN,47105,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,49676,6452218
MAURY,Tennessee,TN,47119,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,84284,6452218
MONTGOMERY,Tennessee,TN,47125,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,180759,6452218
ROANE,Tennessee,TN,47145,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,53935,6452218
RUTHERFORD,Tennessee,TN,47149,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,278158,6452218
SEVIER,Tennessee,TN,47155,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,91763,6452218
SHELBY,Tennessee,TN,47157,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,929702,6452218
SULLIVAN,Tennessee,TN,47163,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,157016,6452218
SUMNER,Tennessee,TN,47165,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,167262,6452218
WASHINGTON,Tennessee,TN,47179,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,124446,6452218
WILLIAMSON,Tennessee,TN,47187,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,195381,6452218
WILSON,Tennessee,TN,47189,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,120711,6452218
ANDERSON,Tennessee,TN,47001,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,75611,6505184
BENTON,Tennessee,TN,47005,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,16377,6505184
BLOUNT,Tennessee,TN,47009,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,126191,6505184
BRADLEY,Tennessee,TN,47011,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,101855,6505184
CAMPBELL,Tennessee,TN,47013,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,40297,6505184
CHEATHAM,Tennessee,TN,47021,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,39607,6505184
DAVIDSON,Tennessee,TN,47037,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,113,651319,6505184
GREENE,Tennessee,TN,47059,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,68924,6505184
HAMILTON,Tennessee,TN,47065,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,346911,6505184
HARDIN,Tennessee,TN,47071,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,25922,6505184
HAWKINS,Tennessee,TN,47073,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,56718,6505184
KNOX,Tennessee,TN,47093,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,444653,6505184
MONTGOMERY,Tennessee,TN,47125,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,184957,6505184
PUTNAM,Tennessee,TN,47141,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,74785,6505184
ROANE,Tennessee,TN,47145,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,53803,6505184
RUTHERFORD,Tennessee,TN,47149,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,285946,6505184
SEVIER,Tennessee,TN,47155,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,92785,6505184
SHELBY,Tennessee,TN,47157,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,121,930712,6505184
SHELBY,Tennessee,TN,47157,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,930712,6505184
SULLIVAN,Tennessee,TN,47163,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,157124,6505184
SUMNER,Tennessee,TN,47165,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,170576,6505184
WASHINGTON,Tennessee,TN,47179,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,125140,6505184
WILLIAMSON,Tennessee,TN,47187,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,201439,6505184
WILSON,Tennessee,TN,47189,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,124030,6505184
ANDERSON,Tennessee,TN,47001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,75785,6558150
