County Name,State,State Abbreviation,FIPS,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population,Policy State
HERNANDO,Florida,FL,12053,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,143389,16829174,True
HIGHLANDS,Florida,FL,12055,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,90811,16829174,True
HILLSBOROUGH,Florida,FL,12057,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,114,1068048,16829174,True
HILLSBOROUGH,Florida,FL,12057,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,12,1068048,16829174,True
HOLMES,Florida,FL,12059,2003,,,0,18972,16829174,True
INDIAN RIVER,Florida,FL,12061,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,120422,16829174,True
JACKSON,Florida,FL,12063,2003,,,0,47675,16829174,True
JEFFERSON,Florida,FL,12065,2003,,,0,13440,16829174,True
LAFAYETTE,Florida,FL,12067,2003,,,0,7574,16829174,True
LAKE,Florida,FL,12069,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,236407,16829174,True
LEE,Florida,FL,12071,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,61,494262,16829174,True
LEE,Florida,FL,12071,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,16,494262,16829174,True
LEON,Florida,FL,12073,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,250303,16829174,True
LEVY,Florida,FL,12075,2003,,,0,36353,16829174,True
LIBERTY,Florida,FL,12077,2003,,,0,7416,16829174,True
MADISON,Florida,FL,12079,2003,,,0,18873,16829174,True
MANATEE,Florida,FL,12081,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,281660,16829174,True
MARION,Florida,FL,12083,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,280602,16829174,True
MARION,Florida,FL,12083,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10,280602,16829174,True
MARTIN,Florida,FL,12085,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,132801,16829174,True
MIAMI-DADE,Florida,FL,12086,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,2327059,16829174,True
MIAMI-DADE,Florida,FL,12086,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,12,2327059,16829174,True
MONROE,Florida,FL,12087,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,77649,16829174,True
NASSAU,Florida,FL,12089,2003,,,0,62343,16829174,True
OKALOOSA,Florida,FL,12091,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,173610,16829174,True
OKEECHOBEE,Florida,FL,12093,2003,,,0,37108,16829174,True
ORANGE,Florida,FL,12095,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,83,971072,16829174,True
OSCEOLA,Florida,FL,12097,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,201368,16829174,True
PALM BEACH,Florida,FL,12099,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,175,1187874,16829174,True
PALM BEACH,Florida,FL,12099,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,24,1187874,16829174,True
PASCO,Florida,FL,12101,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,380734,16829174,True
PASCO,Florida,FL,12101,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10,380734,16829174,True
PINELLAS,Florida,FL,12103,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,112,920090,16829174,True
PINELLAS,Florida,FL,12103,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,23,920090,16829174,True
POLK,Florida,FL,12105,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,519351,16829174,True
PUTNAM,Florida,FL,12107,2003,,,0,71603,16829174,True
ST. JOHNS,Florida,FL,12109,2003,,,0,143277,16829174,True
ST. LUCIE,Florida,FL,12111,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,218053,16829174,True
SANTA ROSA,Florida,FL,12113,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,127838,16829174,True
SARASOTA,Florida,FL,12115,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,342031,16829174,True
SARASOTA,Florida,FL,12115,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,12,342031,16829174,True
SEMINOLE,Florida,FL,12117,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,382626,16829174,True
SUMTER,Florida,FL,12119,2003,,,0,65361,16829174,True
SUWANNEE,Florida,FL,12121,2003,,,0,36882,16829174,True
TAYLOR,Florida,FL,12123,2003,,,0,20249,16829174,True
UNION,Florida,FL,12125,2003,,,0,14061,16829174,True
VOLUSIA,Florida,FL,12127,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,458748,16829174,True
WAKULLA,Florida,FL,12129,2003,,,0,25236,16829174,True
WALTON,Florida,FL,12131,2003,,,0,44905,16829174,True
WASHINGTON,Florida,FL,12133,2003,,,0,22151,16829174,True
ALACHUA,Florida,FL,12001,2004,,,0,229712,17111375,True
BAKER,Florida,FL,12003,2004,,,0,24199,17111375,True
BAY,Florida,FL,12005,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,156502,17111375,True
BRADFORD,Florida,FL,12007,2004,,,0,27064,17111375,True
BREVARD,Florida,FL,12009,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,96,503127,17111375,True
BREVARD,Florida,FL,12009,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,15,503127,17111375,True
BROWARD,Florida,FL,12011,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,190,1673042,17111375,True
BROWARD,Florida,FL,12011,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,59,1673042,17111375,True
BROWARD,Florida,FL,12011,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23,1673042,17111375,True
CALHOUN,Florida,FL,12013,2004,,,0,13650,17111375,True
CHARLOTTE,Florida,FL,12015,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,148956,17111375,True
CITRUS,Florida,FL,12017,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,127354,17111375,True
CLAY,Florida,FL,12019,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,160820,17111375,True
COLLIER,Florida,FL,12021,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,279456,17111375,True
COLUMBIA,Florida,FL,12023,2004,,,0,60857,17111375,True
DESOTO,Florida,FL,12027,2004,,,0,33268,17111375,True
DIXIE,Florida,FL,12029,2004,,,0,14822,17111375,True
DUVAL,Florida,FL,12031,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,91,813044,17111375,True
DUVAL,Florida,FL,12031,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,18,813044,17111375,True
ESCAMBIA,Florida,FL,12033,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,295695,17111375,True
FLAGLER,Florida,FL,12035,2004,,,0,68170,17111375,True
FRANKLIN,Florida,FL,12037,2004,,,0,10515,17111375,True
GADSDEN,Florida,FL,12039,2004,,,0,46109,17111375,True
GILCHRIST,Florida,FL,12041,2004,,,0,15433,17111375,True
GLADES,Florida,FL,12043,2004,,,0,11471,17111375,True
GULF,Florida,FL,12045,2004,,,0,15072,17111375,True
HAMILTON,Florida,FL,12047,2004,,,0,13913,17111375,True
HARDEE,Florida,FL,12049,2004,,,0,27206,17111375,True
HENDRY,Florida,FL,12051,2004,,,0,37368,17111375,True
HERNANDO,Florida,FL,12053,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,147587,17111375,True
HIGHLANDS,Florida,FL,12055,2004,,,0,91951,17111375,True
HILLSBOROUGH,Florida,FL,12057,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,127,1091066,17111375,True
HILLSBOROUGH,Florida,FL,12057,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1091066,17111375,True
HOLMES,Florida,FL,12059,2004,,,0,19108,17111375,True
INDIAN RIVER,Florida,FL,12061,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,122937,17111375,True
JACKSON,Florida,FL,12063,2004,,,0,47973,17111375,True
JEFFERSON,Florida,FL,12065,2004,,,0,13628,17111375,True
LAFAYETTE,Florida,FL,12067,2004,,,0,7759,17111375,True
LAKE,Florida,FL,12069,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,245070,17111375,True
LEE,Florida,FL,12071,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,81,512046,17111375,True
LEE,Florida,FL,12071,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,17,512046,17111375,True
LEON,Florida,FL,12073,2004,,,0,253901,17111375,True
LEVY,Florida,FL,12075,2004,,,0,36988,17111375,True
LIBERTY,Florida,FL,12077,2004,,,0,7551,17111375,True
MADISON,Florida,FL,12079,2004,,,0,18924,17111375,True
MANATEE,Florida,FL,12081,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,287548,17111375,True
MARION,Florida,FL,12083,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,287845,17111375,True
MARTIN,Florida,FL,12085,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,134809,17111375,True
MIAMI-DADE,Florida,FL,12086,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,2351481,17111375,True
MIAMI-DADE,Florida,FL,12086,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,24,2351481,17111375,True
MONROE,Florida,FL,12087,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,76998,17111375,True
NASSAU,Florida,FL,12089,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,63909,17111375,True
OKALOOSA,Florida,FL,12091,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,174640,17111375,True
OKEECHOBEE,Florida,FL,12093,2004,,,0,37521,17111375,True
ORANGE,Florida,FL,12095,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,75,996055,17111375,True
ORANGE,Florida,FL,12095,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,22,996055,17111375,True
OSCEOLA,Florida,FL,12097,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,210984,17111375,True
PALM BEACH,Florida,FL,12099,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,170,1206769,17111375,True
PALM BEACH,Florida,FL,12099,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,26,1206769,17111375,True
PASCO,Florida,FL,12101,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,72,392729,17111375,True
PASCO,Florida,FL,12101,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,11,392729,17111375,True
PINELLAS,Florida,FL,12103,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,142,919620,17111375,True
PINELLAS,Florida,FL,12103,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,40,919620,17111375,True
POLK,Florida,FL,12105,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,51,531172,17111375,True
POLK,Florida,FL,12105,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,11,531172,17111375,True
PUTNAM,Florida,FL,12107,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,71998,17111375,True
ST. JOHNS,Florida,FL,12109,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,149957,17111375,True
ST. LUCIE,Florida,FL,12111,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,226511,17111375,True
SANTA ROSA,Florida,FL,12113,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,131200,17111375,True
SARASOTA,Florida,FL,12115,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,347374,17111375,True
SARASOTA,Florida,FL,12115,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,12,347374,17111375,True
SEMINOLE,Florida,FL,12117,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,388352,17111375,True
SUMTER,Florida,FL,12119,2004,,,0,69369,17111375,True
SUWANNEE,Florida,FL,12121,2004,,,0,37549,17111375,True
TAYLOR,Florida,FL,12123,2004,,,0,20581,17111375,True
UNION,Florida,FL,12125,2004,,,0,14272,17111375,True
VOLUSIA,Florida,FL,12127,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,463869,17111375,True
VOLUSIA,Florida,FL,12127,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,14,463869,17111375,True
WAKULLA,Florida,FL,12129,2004,,,0,26029,17111375,True
WALTON,Florida,FL,12131,2004,,,0,46353,17111375,True
WASHINGTON,Florida,FL,12133,2004,,,0,22543,17111375,True
ALACHUA,Florida,FL,12001,2005,,,0,232649,17393576,True
BAKER,Florida,FL,12003,2005,,,0,24685,17393576,True
BAY,Florida,FL,12005,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,158560,17393576,True
BRADFORD,Florida,FL,12007,2005,,,0,27306,17393576,True
BREVARD,Florida,FL,12009,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,509834,17393576,True
BREVARD,Florida,FL,12009,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,29,509834,17393576,True
BROWARD,Florida,FL,12011,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,224,1685559,17393576,True
BROWARD,Florida,FL,12011,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,35,1685559,17393576,True
BROWARD,Florida,FL,12011,2005,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18,1685559,17393576,True
CALHOUN,Florida,FL,12013,2005,,,0,13812,17393576,True
CHARLOTTE,Florida,FL,12015,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,150790,17393576,True
CITRUS,Florida,FL,12017,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,129666,17393576,True
CLAY,Florida,FL,12019,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,165828,17393576,True
COLLIER,Florida,FL,12021,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,286467,17393576,True
COLUMBIA,Florida,FL,12023,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,61968,17393576,True
DESOTO,Florida,FL,12027,2005,,,0,33534,17393576,True
DIXIE,Florida,FL,12029,2005,,,0,15088,17393576,True
DUVAL,Florida,FL,12031,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,84,821581,17393576,True
DUVAL,Florida,FL,12031,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,18,821581,17393576,True
ESCAMBIA,Florida,FL,12033,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,296015,17393576,True
FLAGLER,Florida,FL,12035,2005,,,0,72758,17393576,True
FRANKLIN,Florida,FL,12037,2005,,,0,10687,17393576,True
GADSDEN,Florida,FL,12039,2005,,,0,46382,17393576,True
GILCHRIST,Florida,FL,12041,2005,,,0,15684,17393576,True
GLADES,Florida,FL,12043,2005,,,0,11706,17393576,True
GULF,Florida,FL,12045,2005,,,0,15203,17393576,True
HAMILTON,Florida,FL,12047,2005,,,0,14061,17393576,True
HARDEE,Florida,FL,12049,2005,,,0,27294,17393576,True
HENDRY,Florida,FL,12051,2005,,,0,37664,17393576,True
HERNANDO,Florida,FL,12053,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,151785,17393576,True
HIGHLANDS,Florida,FL,12055,2005,,,0,93091,17393576,True
HILLSBOROUGH,Florida,FL,12057,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,139,1114084,17393576,True
HILLSBOROUGH,Florida,FL,12057,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,23,1114084,17393576,True
HOLMES,Florida,FL,12059,2005,,,0,19244,17393576,True
INDIAN RIVER,Florida,FL,12061,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,125452,17393576,True
JACKSON,Florida,FL,12063,2005,,,0,48271,17393576,True
JEFFERSON,Florida,FL,12065,2005,,,0,13816,17393576,True
LAFAYETTE,Florida,FL,12067,2005,,,0,7944,17393576,True
LAKE,Florida,FL,12069,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,253733,17393576,True
LEE,Florida,FL,12071,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,70,529830,17393576,True
LEE,Florida,FL,12071,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,11,529830,17393576,True
LEON,Florida,FL,12073,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,257499,17393576,True
LEVY,Florida,FL,12075,2005,,,0,37623,17393576,True
LIBERTY,Florida,FL,12077,2005,,,0,7686,17393576,True
MADISON,Florida,FL,12079,2005,,,0,18975,17393576,True
MANATEE,Florida,FL,12081,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,293436,17393576,True
MARION,Florida,FL,12083,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,295088,17393576,True
MARTIN,Florida,FL,12085,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,136817,17393576,True
MIAMI-DADE,Florida,FL,12086,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,105,2375903,17393576,True
MIAMI-DADE,Florida,FL,12086,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,19,2375903,17393576,True
MONROE,Florida,FL,12087,2005,,,0,76347,17393576,True
NASSAU,Florida,FL,12089,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,65475,17393576,True
OKALOOSA,Florida,FL,12091,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,175670,17393576,True
OKEECHOBEE,Florida,FL,12093,2005,,,0,37934,17393576,True
ORANGE,Florida,FL,12095,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,1021038,17393576,True
ORANGE,Florida,FL,12095,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,16,1021038,17393576,True
OSCEOLA,Florida,FL,12097,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,220600,17393576,True
PALM BEACH,Florida,FL,12099,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,190,1225664,17393576,True
PALM BEACH,Florida,FL,12099,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,25,1225664,17393576,True
PALM BEACH,Florida,FL,12099,2005,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,1225664,17393576,True
PASCO,Florida,FL,12101,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,404724,17393576,True
PASCO,Florida,FL,12101,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,10,404724,17393576,True
PINELLAS,Florida,FL,12103,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,145,919150,17393576,True
PINELLAS,Florida,FL,12103,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,31,919150,17393576,True
POLK,Florida,FL,12105,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,542993,17393576,True
POLK,Florida,FL,12105,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,12,542993,17393576,True
PUTNAM,Florida,FL,12107,2005,,,0,72393,17393576,True
ST. JOHNS,Florida,FL,12109,2005,,,0,156637,17393576,True
ST. LUCIE,Florida,FL,12111,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,234969,17393576,True
SANTA ROSA,Florida,FL,12113,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,134562,17393576,True
SARASOTA,Florida,FL,12115,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,352717,17393576,True
SEMINOLE,Florida,FL,12117,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,394078,17393576,True
SEMINOLE,Florida,FL,12117,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,11,394078,17393576,True
SUMTER,Florida,FL,12119,2005,,,0,73377,17393576,True
SUWANNEE,Florida,FL,12121,2005,,,0,38216,17393576,True
TAYLOR,Florida,FL,12123,2005,,,0,20913,17393576,True
UNION,Florida,FL,12125,2005,,,0,14483,17393576,True
VOLUSIA,Florida,FL,12127,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,468990,17393576,True
VOLUSIA,Florida,FL,12127,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,18,468990,17393576,True
WAKULLA,Florida,FL,12129,2005,,,0,26822,17393576,True
WALTON,Florida,FL,12131,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,47801,17393576,True
WASHINGTON,Florida,FL,12133,2005,,,0,22935,17393576,True
ALACHUA,Florida,FL,12001,2006,,,0,235586,17675777,True
BAKER,Florida,FL,12003,2006,,,0,25171,17675777,True
BAY,Florida,FL,12005,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,160618,17675777,True
BRADFORD,Florida,FL,12007,2006,,,0,27548,17675777,True
BREVARD,Florida,FL,12009,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,81,516541,17675777,True
BREVARD,Florida,FL,12009,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,16,516541,17675777,True
BREVARD,Florida,FL,12009,2006,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,516541,17675777,True
BROWARD,Florida,FL,12011,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,215,1698076,17675777,True
BROWARD,Florida,FL,12011,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,33,1698076,17675777,True
BROWARD,Florida,FL,12011,2006,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,1698076,17675777,True
CALHOUN,Florida,FL,12013,2006,,,0,13974,17675777,True
CHARLOTTE,Florida,FL,12015,2006,,,0,152624,17675777,True
CITRUS,Florida,FL,12017,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,131978,17675777,True
CLAY,Florida,FL,12019,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,170836,17675777,True
COLLIER,Florida,FL,12021,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,293478,17675777,True
COLUMBIA,Florida,FL,12023,2006,,,0,63079,17675777,True
DESOTO,Florida,FL,12027,2006,,,0,33800,17675777,True
DIXIE,Florida,FL,12029,2006,,,0,15354,17675777,True
DUVAL,Florida,FL,12031,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,124,830118,17675777,True
DUVAL,Florida,FL,12031,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,22,830118,17675777,True
ESCAMBIA,Florida,FL,12033,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,296335,17675777,True
FLAGLER,Florida,FL,12035,2006,,,0,77346,17675777,True
FRANKLIN,Florida,FL,12037,2006,,,0,10859,17675777,True
GADSDEN,Florida,FL,12039,2006,,,0,46655,17675777,True
GILCHRIST,Florida,FL,12041,2006,,,0,15935,17675777,True
GLADES,Florida,FL,12043,2006,,,0,11941,17675777,True
GULF,Florida,FL,12045,2006,,,0,15334,17675777,True
HAMILTON,Florida,FL,12047,2006,,,0,14209,17675777,True
HARDEE,Florida,FL,12049,2006,,,0,27382,17675777,True
HENDRY,Florida,FL,12051,2006,,,0,37960,17675777,True
HERNANDO,Florida,FL,12053,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,155983,17675777,True
HIGHLANDS,Florida,FL,12055,2006,,,0,94231,17675777,True
HILLSBOROUGH,Florida,FL,12057,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,158,1137102,17675777,True
HILLSBOROUGH,Florida,FL,12057,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,27,1137102,17675777,True
HOLMES,Florida,FL,12059,2006,,,0,19380,17675777,True
INDIAN RIVER,Florida,FL,12061,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,127967,17675777,True
JACKSON,Florida,FL,12063,2006,,,0,48569,17675777,True
JEFFERSON,Florida,FL,12065,2006,,,0,14004,17675777,True
LAFAYETTE,Florida,FL,12067,2006,,,0,8129,17675777,True
LAKE,Florida,FL,12069,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,262396,17675777,True
LEE,Florida,FL,12071,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,547614,17675777,True
LEE,Florida,FL,12071,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,16,547614,17675777,True
LEON,Florida,FL,12073,2006,,,0,261097,17675777,True
LEVY,Florida,FL,12075,2006,,,0,38258,17675777,True
LIBERTY,Florida,FL,12077,2006,,,0,7821,17675777,True
MADISON,Florida,FL,12079,2006,,,0,19026,17675777,True
MANATEE,Florida,FL,12081,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,299324,17675777,True
MANATEE,Florida,FL,12081,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,11,299324,17675777,True
MARION,Florida,FL,12083,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,302331,17675777,True
MARTIN,Florida,FL,12085,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,138825,17675777,True
MIAMI-DADE,Florida,FL,12086,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,125,2400325,17675777,True
MIAMI-DADE,Florida,FL,12086,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,17,2400325,17675777,True
MONROE,Florida,FL,12087,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,75696,17675777,True
