Year,State Population,County Name,State Abbreviation,County Population,BUYER_MME
2005,8937683,BROOKS,GA,16386,0.0
2005,8937683,BRYAN,GA,26820,0.0
2005,8937683,BULLOCH,GA,63101,0.0
2005,8937683,BURKE,GA,22785,0.0
2005,8937683,BUTTS,GA,21565,0.0
2005,8937683,CALHOUN,GA,6507,0.0
2005,8937683,CAMDEN,GA,47083,0.0
2005,8937683,CANDLER,GA,10276,0.0
2005,8937683,CARROLL,GA,98942,0.0
2005,8937683,CATOOSA,GA,58563,0.0
2005,8937683,CHARLTON,GA,11227,0.0
2005,8937683,CHATHAM,GA,248747,0.0
2005,8937683,CHATTAHOOCHEE,GA,13080,0.0
2005,8937683,CHATTOOGA,GA,25718,0.0
2005,8937683,CHEROKEE,GA,178193,0.0
2005,8937683,CLARKE,GA,109321,0.0
2005,8937683,CLAY,GA,3262,0.0
2005,8937683,CLAYTON,GA,248114,0.0
2005,8937683,CLINCH,GA,6822,0.0
2005,8937683,COBB,GA,647760,0.0
2005,8937683,COFFEE,GA,39886,0.0
2005,8937683,COLQUITT,GA,43775,0.0
2005,8937683,COLUMBIA,GA,106767,0.0
2005,8937683,COOK,GA,16494,0.0
2005,8937683,COWETA,GA,108304,0.0
2005,8937683,CRAWFORD,GA,12556,0.0
2005,8937683,CRISP,GA,22725,0.0
2005,8937683,DADE,GA,15886,0.0
2005,8937683,DAWSON,GA,19142,0.0
2005,8937683,DECATUR,GA,28047,0.0
2005,8937683,DEKALB,GA,679063,0.0
2005,8937683,DODGE,GA,20474,0.0
2005,8937683,DOOLY,GA,13200,0.0
2005,8937683,DOUGHERTY,GA,95317,0.0
2005,8937683,DOUGLAS,GA,112310,0.0
2005,8937683,EARLY,GA,11673,0.0
2005,8937683,ECHOLS,GA,3887,0.0
2005,8937683,EFFINGHAM,GA,44892,0.0
2005,8937683,ELBERT,GA,20339,0.0
2005,8937683,EMANUEL,GA,22226,0.0
2005,8937683,EVANS,GA,10745,0.0
2005,8937683,FANNIN,GA,21747,0.0
2005,8937683,FAYETTE,GA,98938,0.0
2005,8937683,FLOYD,GA,93467,0.0
2005,8937683,FORSYTH,GA,136935,0.0
2005,8937683,FRANKLIN,GA,21174,0.0
2005,8937683,FULTON,GA,868009,0.0
2005,8937683,GILMER,GA,25822,0.0
2005,8937683,GLASCOCK,GA,2823,0.0
2005,8937683,GLYNN,GA,73600,0.0
2005,8937683,GORDON,GA,49640,0.0
2005,8937683,GRADY,GA,24335,0.0
2005,8937683,GREENE,GA,15183,0.0
2005,8937683,GWINNETT,GA,696728,0.0
2005,8937683,HABERSHAM,GA,39459,0.0
2005,8937683,HALL,GA,159670,0.0
2005,8937683,HANCOCK,GA,9743,0.0
2005,8937683,HARALSON,GA,27220,0.0
2005,8937683,HARRIS,GA,27893,0.0
2005,8937683,HART,GA,24096,0.0
2005,8937683,HEARD,GA,11400,0.0
2005,8937683,HENRY,GA,161663,0.0
2005,8937683,HOUSTON,GA,125325,0.0
2005,8937683,IRWIN,GA,9723,0.0
2005,8937683,JACKSON,GA,51032,0.0
2005,8937683,JASPER,GA,12671,0.0
2005,8937683,JEFF DAVIS,GA,13878,0.0
2005,8937683,JEFFERSON,GA,17084,0.0
2005,8937683,JENKINS,GA,8451,0.0
2005,8937683,JOHNSON,GA,9251,0.0
2005,8937683,JONES,GA,26181,0.0
2005,8937683,LAMAR,GA,17131,0.0
2005,8937683,LANIER,GA,8656,0.0
2005,8937683,LAURENS,GA,46651,0.0
2005,8937683,LEE,GA,26531,0.0
2005,8937683,LIBERTY,GA,62626,0.0
2005,8937683,LINCOLN,GA,8165,0.0
2005,8937683,LONG,GA,12303,0.0
2005,8937683,LOWNDES,GA,100686,0.0
2005,8937683,LUMPKIN,GA,25496,0.0
2005,8937683,MCDUFFIE,GA,21563,0.0
2005,8937683,MCINTOSH,GA,12584,0.0
2005,8937683,MACON,GA,14391,0.0
2005,8937683,MADISON,GA,26935,0.0
2005,8937683,MARION,GA,7933,0.0
2005,8937683,MERIWETHER,GA,22266,0.0
2005,8937683,MILLER,GA,6248,0.0
2005,8937683,MITCHELL,GA,23710,0.0
2005,8937683,MONROE,GA,23961,0.0
2005,8937683,MONTGOMERY,GA,8709,0.0
2005,8937683,MORGAN,GA,16679,0.0
2005,8937683,MURRAY,GA,38066,0.0
2005,8937683,MUSCOGEE,GA,188393,0.0
2005,8937683,NEWTON,GA,80946,0.0
2005,8937683,OCONEE,GA,29302,0.0
2005,8937683,OGLETHORPE,GA,13745,0.0
2005,8937683,PAULDING,GA,111995,0.0
2005,8937683,PEACH,GA,25697,0.0
2005,8937683,PICKENS,GA,26222,0.0
2005,8937683,PIERCE,GA,17194,0.0
2005,8937683,PIKE,GA,15665,0.0
2005,8937683,POLK,GA,39792,0.0
2005,8937683,PULASKI,GA,10804,0.0
2005,8937683,PUTNAM,GA,19994,0.0
2005,8937683,QUITMAN,GA,2556,0.0
2005,8937683,RABUN,GA,15655,0.0
2005,8937683,RANDOLPH,GA,7756,0.0
2005,8937683,RICHMOND,GA,200062,0.0
2005,8937683,ROCKDALE,GA,77732,0.0
2005,8937683,SCHLEY,GA,4385,0.0
2005,8937683,SCREVEN,GA,14977,0.0
2005,8937683,SEMINOLE,GA,9044,0.0
2005,8937683,SPALDING,GA,61281,0.0
2005,8937683,STEPHENS,GA,25807,0.0
2005,8937683,STEWART,GA,5653,0.0
2005,8937683,SUMTER,GA,33023,0.0
2005,8937683,TALBOT,GA,6693,0.0
2005,8937683,TALIAFERRO,GA,1896,0.0
2005,8937683,TATTNALL,GA,23914,0.0
2005,8937683,TAYLOR,GA,8865,0.0
2005,8937683,TELFAIR,GA,14155,0.0
2005,8937683,TERRELL,GA,10233,0.0
2005,8937683,THOMAS,GA,43756,0.0
2005,8937683,TIFT,GA,39256,0.0
2005,8937683,TOOMBS,GA,26653,0.0
2005,8937683,TOWNS,GA,9892,0.0
2005,8937683,TREUTLEN,GA,6856,0.0
2005,8937683,TROUP,GA,62898,0.0
2005,8937683,TURNER,GA,9214,0.0
2005,8937683,TWIGGS,GA,9811,0.0
2005,8937683,UNION,GA,19321,0.0
2005,8937683,UPSON,GA,27456,0.0
2005,8937683,WALKER,GA,64945,0.0
2005,8937683,WALTON,GA,72202,0.0
2005,8937683,WARE,GA,35902,0.0
2005,8937683,WARREN,GA,6069,0.0
2005,8937683,WASHINGTON,GA,21192,0.0
2005,8937683,WAYNE,GA,28336,0.0
2005,8937683,WEBSTER,GA,2595,0.0
2005,8937683,WHEELER,GA,6795,0.0
2005,8937683,WHITE,GA,23556,0.0
2005,8937683,WHITFIELD,GA,93076,0.0
2005,8937683,WILCOX,GA,8940,0.0
2005,8937683,WILKES,GA,10651,0.0
2005,8937683,WILKINSON,GA,9887,0.0
2005,8937683,WORTH,GA,21854,0.0
2006,9087889,APPLING,GA,17903,3996.843778999999
2006,9087889,ATKINSON,GA,8073,1375.4836860000003
2006,9087889,BACON,GA,10692,4586.778211
2006,9087889,BAKER,GA,3687,9.6516
2006,9087889,BALDWIN,GA,45348,11069.705010362515
2006,9087889,BANKS,GA,16795,2454.1627149999995
2006,9087889,BARROW,GA,60085,17712.13338186252
2006,9087889,BARTOW,GA,90504,29031.60768862503
2006,9087889,BEN HILL,GA,17582,2999.8909024999994
2006,9087889,BERRIEN,GA,18058,3771.4821944999976
2006,9087889,BIBB,GA,155059,82240.63574837556
2006,9087889,BLECKLEY,GA,12506,4733.6288984999965
2006,9087889,BRANTLEY,GA,16894,4096.568688
2006,9087889,BROOKS,GA,16372,3331.259877499999
2006,9087889,BRYAN,GA,27498,9074.078661500003
2006,9087889,BULLOCH,GA,64529,9142.968817500005
2006,9087889,BURKE,GA,22891,2119.8545849999996
2006,9087889,BUTTS,GA,21986,10585.245868500004
2006,9087889,CALHOUN,GA,6545,335.79111600000005
2006,9087889,CAMDEN,GA,47768,23295.820186312503
2006,9087889,CANDLER,GA,10419,2381.0317079999995
2006,9087889,CARROLL,GA,101270,52836.82232276255
2006,9087889,CATOOSA,GA,59638,18045.529858862516
2006,9087889,CHARLTON,GA,11416,1999.9552528500003
2006,9087889,CHATHAM,GA,252022,51483.07197741199
2006,9087889,CHATTAHOOCHEE,GA,12717,0.0
2006,9087889,CHATTOOGA,GA,25777,7965.257681174998
2006,9087889,CHEROKEE,GA,185429,39825.91397831441
2006,9087889,CLARKE,GA,110797,39075.02561497498
2006,9087889,CLAY,GA,3246,734.4744375
2006,9087889,CLAYTON,GA,250408,32395.982910174986
2006,9087889,CLINCH,GA,6817,2043.4760010000005
2006,9087889,COBB,GA,655822,142265.1213649406
2006,9087889,COFFEE,GA,40379,18291.431137450007
2006,9087889,COLQUITT,GA,44120,4909.5418605374925
2006,9087889,COLUMBIA,GA,110221,23295.355943225008
2006,9087889,COOK,GA,16637,2461.322501499999
2006,9087889,COWETA,GA,112114,21746.700001500052
2006,9087889,CRAWFORD,GA,12571,846.4846875000001
2006,9087889,CRISP,GA,22866,4993.022423999993
2006,9087889,DADE,GA,16035,4147.432028499997
2006,9087889,DAWSON,GA,19782,9113.889742000007
2006,9087889,DECATUR,GA,28006,5450.182189999992
2006,9087889,DEKALB,GA,681644,64811.00748271299
2006,9087889,DODGE,GA,20738,7700.920957724999
2006,9087889,DOOLY,GA,13544,693.1512270000001
2006,9087889,DOUGHERTY,GA,95167,15793.530142725038
2006,9087889,DOUGLAS,GA,116309,35668.30837244996
2006,9087889,EARLY,GA,11541,977.2840125
2006,9087889,ECHOLS,GA,3915,0.0
2006,9087889,EFFINGHAM,GA,46366,6862.471809224996
2006,9087889,ELBERT,GA,20305,7556.672481999998
2006,9087889,EMANUEL,GA,22300,8887.7368725
2006,9087889,EVANS,GA,10797,4318.897940999998
2006,9087889,FANNIN,GA,22138,8589.841474
2006,9087889,FAYETTE,GA,100463,22585.72325571103
2006,9087889,FLOYD,GA,94036,43319.73600995002
2006,9087889,FORSYTH,GA,144650,23957.38493672504
2006,9087889,FRANKLIN,GA,21357,13745.249143862511
2006,9087889,FULTON,GA,878495,124059.83383147609
2006,9087889,GILMER,GA,26313,10316.90007072501
2006,9087889,GLASCOCK,GA,2875,0.3027
2006,9087889,GLYNN,GA,74804,23975.292711000016
2006,9087889,GORDON,GA,50750,13377.65845400002
2006,9087889,GRADY,GA,24471,2266.5569584999994
2006,9087889,GREENE,GA,15347,3760.1734017249987
2006,9087889,GWINNETT,GA,718447,105160.13310981702
2006,9087889,HABERSHAM,GA,40174,11947.394466450005
2006,9087889,HALL,GA,163681,37456.76444180006
2006,9087889,HANCOCK,GA,9675,581.501147
2006,9087889,HARALSON,GA,27532,25999.723028450022
2006,9087889,HARRIS,GA,28715,655.4507625000002
2006,9087889,HART,GA,24319,8871.457820437498
2006,9087889,HEARD,GA,11484,1032.8392125000003
2006,9087889,HENRY,GA,170096,38097.24957895002
2006,9087889,HOUSTON,GA,128242,32261.062367087485
2006,9087889,IRWIN,GA,9684,761.7755400000001
2006,9087889,JACKSON,GA,52916,12812.362985712507
2006,9087889,JASPER,GA,12917,1836.0334574999997
2006,9087889,JEFF DAVIS,GA,14119,3197.612133
2006,9087889,JEFFERSON,GA,17053,4767.4737929999965
2006,9087889,JENKINS,GA,8427,2176.2683400000005
2006,9087889,JOHNSON,GA,9396,1587.3047175000002
2006,9087889,JONES,GA,26679,2561.929399087499
2006,9087889,LAMAR,GA,17366,2418.0944059999997
2006,9087889,LANIER,GA,8938,1711.7354050000004
2006,9087889,LAURENS,GA,47009,19345.90475250004
2006,9087889,LEE,GA,26884,1091.5354500000003
2006,9087889,LIBERTY,GA,62819,4391.264294999994
2006,9087889,LINCOLN,GA,8132,1521.4727550000002
2006,9087889,LONG,GA,12709,486.6022875
2006,9087889,LOWNDES,GA,102399,19503.79754336257
2006,9087889,LUMPKIN,GA,26387,3244.082569999999
2006,9087889,MCDUFFIE,GA,21623,6269.448067499996
2006,9087889,MCINTOSH,GA,12933,4216.496617499996
2006,9087889,MACON,GA,14461,3507.058279125
2006,9087889,MADISON,GA,27181,8037.4032643625
2006,9087889,MARION,GA,8093,439.36514250000005
2006,9087889,MERIWETHER,GA,22210,3007.1279199999994
2006,9087889,MILLER,GA,6224,1104.3821625
2006,9087889,MITCHELL,GA,23667,3091.7472749999993
2006,9087889,MONROE,GA,24403,5680.544412499996
2006,9087889,MONTGOMERY,GA,8804,342.3668580000001
2006,9087889,MORGAN,GA,16915,3131.2581864999984
2006,9087889,MURRAY,GA,38379,8772.052013225002
2006,9087889,MUSCOGEE,GA,188829,45567.90615134989
2006,9087889,NEWTON,GA,84754,15173.728528262529
2006,9087889,OCONEE,GA,30008,3201.6304779999987
2006,9087889,OGLETHORPE,GA,13972,1241.7708745000002
2006,9087889,PAULDING,GA,118071,20442.622767500023
2006,9087889,PEACH,GA,26096,4040.0897240874983
2006,9087889,PICKENS,GA,26862,9067.8234795
2006,9087889,PIERCE,GA,17508,4953.368176499997
2006,9087889,PIKE,GA,16106,1817.8588875
2006,9087889,POLK,GA,40130,20132.68131731253
2006,9087889,PULASKI,GA,11044,3747.8455963624983
2006,9087889,PUTNAM,GA,20238,2980.1161979999997
2006,9087889,QUITMAN,GA,2548,0.0
2006,9087889,RABUN,GA,15779,7310.533186499999
2006,9087889,RANDOLPH,GA,7749,575.9793555000001
2006,9087889,RICHMOND,GA,200164,44785.93756721249
2006,9087889,ROCKDALE,GA,79220,22055.746354000046
2006,9087889,SCHLEY,GA,4510,401.5822380000001
2006,9087889,SCREVEN,GA,14901,1694.0432345000004
2006,9087889,SEMINOLE,GA,8980,2312.4926955
2006,9087889,SPALDING,GA,61845,19949.463539000026
2006,9087889,STEPHENS,GA,25880,17370.25582992501
2006,9087889,STEWART,GA,5733,539.8757250000001
2006,9087889,SUMTER,GA,32982,4216.249384499994
2006,9087889,TALBOT,GA,6729,191.6218125
2006,9087889,TALIAFERRO,GA,1860,0.0
2006,9087889,TATTNALL,GA,24234,4909.166123999996
2006,9087889,TAYLOR,GA,8875,2412.8105189999997
2006,9087889,TELFAIR,GA,14623,6328.326166162497
2006,9087889,TERRELL,GA,10087,678.5992500000001
2006,9087889,THOMAS,GA,43949,6593.515307999999
2006,9087889,TIFT,GA,39432,7871.7404691750025
2006,9087889,TOOMBS,GA,26757,11944.563948225008
2006,9087889,TOWNS,GA,10008,2523.9430899999998
2006,9087889,TREUTLEN,GA,6860,1490.9629725
2006,9087889,TROUP,GA,63727,11997.34388161251
2006,9087889,TURNER,GA,9158,1595.1928125
2006,9087889,TWIGGS,GA,9653,596.3669249999999
2006,9087889,UNION,GA,19728,5010.636570499998
2006,9087889,UPSON,GA,27395,7054.698062949995
2006,9087889,WALKER,GA,65706,16033.424397500014
2006,9087889,WALTON,GA,74515,21429.86916372503
2006,9087889,WARE,GA,35983,18239.976692087537
2006,9087889,WARREN,GA,6021,232.861935
2006,9087889,WASHINGTON,GA,21191,2976.095973
2006,9087889,WAYNE,GA,28689,9923.329897725005
2006,9087889,WEBSTER,GA,2636,0.0
2006,9087889,WHEELER,GA,6920,1632.1958400000003
2006,9087889,WHITE,GA,24272,5848.240159224998
2006,9087889,WHITFIELD,GA,94979,21128.202914587542
2006,9087889,WILCOX,GA,9003,1379.9922870000005
2006,9087889,WILKES,GA,10640,2105.052856
2006,9087889,WILKINSON,GA,9824,1582.3274625
2006,9087889,WORTH,GA,21819,2490.9896242249997
2007,9238095,APPLING,GA,17986,4277.968323587498
2007,9238095,ATKINSON,GA,8150,1788.964719
2007,9238095,BACON,GA,10791,7998.442163
2007,9238095,BAKER,GA,3627,0.0
2007,9238095,BALDWIN,GA,45470,13630.322003850015
2007,9238095,BANKS,GA,17190,2930.5352474999995
2007,9238095,BARROW,GA,62403,22663.81792950002
2007,9238095,BARTOW,GA,92911,34525.26088221254
2007,9238095,BEN HILL,GA,17596,3955.060956999995
2007,9238095,BERRIEN,GA,18366,3943.5540013624977
2007,9238095,BIBB,GA,155243,92993.4086572506
2007,9238095,BLECKLEY,GA,12646,5675.433510362497
2007,9238095,BRANTLEY,GA,17275,3927.2906159999993
2007,9238095,BROOKS,GA,16358,4163.5084325
2007,9238095,BRYAN,GA,28176,9806.650470000006
2007,9238095,BULLOCH,GA,65957,11395.139447587519
2007,9238095,BURKE,GA,22997,2717.98083
2007,9238095,BUTTS,GA,22407,10718.171231862503
2007,9238095,CALHOUN,GA,6583,316.4266463625
2007,9238095,CAMDEN,GA,48453,27123.02702272502
2007,9238095,CANDLER,GA,10562,2504.3532884999995
2007,9238095,CARROLL,GA,103598,57215.12140897507
2007,9238095,CATOOSA,GA,60713,22704.15437086252
2007,9238095,CHARLTON,GA,11605,1929.4338459749993
2007,9238095,CHATHAM,GA,255297,56542.082902200105
2007,9238095,CHATTAHOOCHEE,GA,12354,0.0
2007,9238095,CHATTOOGA,GA,25836,9709.294792725002
2007,9238095,CHEROKEE,GA,192665,49550.765672787486
2007,9238095,CLARKE,GA,112273,49638.036499825066
2007,9238095,CLAY,GA,3230,682.1294175
2007,9238095,CLAYTON,GA,252702,37904.796417162455
2007,9238095,CLINCH,GA,6812,2768.7196459999996
2007,9238095,COBB,GA,663884,159854.90544145333
2007,9238095,COFFEE,GA,40872,17141.384222225024
2007,9238095,COLQUITT,GA,44465,6668.091213074995
2007,9238095,COLUMBIA,GA,113675,27718.17641499999
2007,9238095,COOK,GA,16780,2650.2052024999994
2007,9238095,COWETA,GA,115924,25365.947048212547
2007,9238095,CRAWFORD,GA,12586,1065.13908
2007,9238095,CRISP,GA,23007,5549.329415862494
2007,9238095,DADE,GA,16184,5373.2645054999975
2007,9238095,DAWSON,GA,20422,9980.611268725004
2007,9238095,DECATUR,GA,27965,6498.085115862494
2007,9238095,DEKALB,GA,684225,74390.33026976329
2007,9238095,DODGE,GA,21002,9479.08267508751
2007,9238095,DOOLY,GA,13888,574.8396195
2007,9238095,DOUGHERTY,GA,95017,16069.919257850035
2007,9238095,DOUGLAS,GA,120308,42462.256013162434
2007,9238095,EARLY,GA,11409,1406.139879725
2007,9238095,ECHOLS,GA,3943,0.0
2007,9238095,EFFINGHAM,GA,47840,8631.064976862508
2007,9238095,ELBERT,GA,20271,8698.8975475
2007,9238095,EMANUEL,GA,22374,9642.899081000003
2007,9238095,EVANS,GA,10849,5490.012334999996
2007,9238095,FANNIN,GA,22529,11839.50715050001
2007,9238095,FAYETTE,GA,101988,24898.48220083953
2007,9238095,FLOYD,GA,94605,50949.982310575026
2007,9238095,FORSYTH,GA,152365,30946.089410450026
2007,9238095,FRANKLIN,GA,21540,16023.043025000015
2007,9238095,FULTON,GA,888981,143243.17109927762
2007,9238095,GILMER,GA,26804,12522.306741450013
2007,9238095,GLASCOCK,GA,2927,0.9081000000000001
2007,9238095,GLYNN,GA,76008,29939.806739362517
2007,9238095,GORDON,GA,51860,16484.991748500037
2007,9238095,GRADY,GA,24607,2793.315911999999
2007,9238095,GREENE,GA,15511,4626.894739499998
2007,9238095,GWINNETT,GA,740166,120667.08058312681
2007,9238095,HABERSHAM,GA,40889,14530.060213362509
2007,9238095,HALL,GA,167692,45313.39209037507
2007,9238095,HANCOCK,GA,9607,576.72885
2007,9238095,HARALSON,GA,27844,29705.630229662518
2007,9238095,HARRIS,GA,29537,711.6140475000001
2007,9238095,HART,GA,24542,9080.0865036625
2007,9238095,HEARD,GA,11568,1358.4615000000001
2007,9238095,HENRY,GA,178529,44744.02472274999
2007,9238095,HOUSTON,GA,131159,38332.58840517495
2007,9238095,IRWIN,GA,9645,893.4401475
2007,9238095,JACKSON,GA,54800,15744.641386062514
2007,9238095,JASPER,GA,13163,2346.0899549999995
2007,9238095,JEFF DAVIS,GA,14360,3496.704836362499
2007,9238095,JEFFERSON,GA,17022,4064.5081164999974
2007,9238095,JENKINS,GA,8403,1964.5942755000003
2007,9238095,JOHNSON,GA,9541,2149.062204
2007,9238095,JONES,GA,27177,3099.803676587499
2007,9238095,LAMAR,GA,17601,3403.1863414999993
2007,9238095,LANIER,GA,9220,1613.558561
2007,9238095,LAURENS,GA,47367,22184.484525900043
2007,9238095,LEE,GA,27237,1354.5731700000001
2007,9238095,LIBERTY,GA,63012,5859.982583999992
2007,9238095,LINCOLN,GA,8099,1652.9011560000001
2007,9238095,LONG,GA,13115,600.3608580000001
2007,9238095,LOWNDES,GA,104112,23655.470876625066
2007,9238095,LUMPKIN,GA,27278,4226.592226999996
2007,9238095,MCDUFFIE,GA,21683,7064.8472785
2007,9238095,MCINTOSH,GA,13282,4059.980606362498
2007,9238095,MACON,GA,14531,3518.601584062499
2007,9238095,MADISON,GA,27427,10659.215516225002
2007,9238095,MARION,GA,8253,473.18347500000004
2007,9238095,MERIWETHER,GA,22154,4424.036329999995
2007,9238095,MILLER,GA,6200,1237.5099824999998
2007,9238095,MITCHELL,GA,23624,3723.914687712498
2007,9238095,MONROE,GA,24845,7362.303487999999
2007,9238095,MONTGOMERY,GA,8899,341.00546099999997
2007,9238095,MORGAN,GA,17151,3380.092924724998
2007,9238095,MURRAY,GA,38692,10175.707162225004
2007,9238095,MUSCOGEE,GA,189265,54511.31497406252
2007,9238095,NEWTON,GA,88562,18236.840234687537
2007,9238095,OCONEE,GA,30714,3983.7260044999985
2007,9238095,OGLETHORPE,GA,14199,2210.88486
2007,9238095,PAULDING,GA,124147,29054.782052725004
2007,9238095,PEACH,GA,26495,5125.475937949997
2007,9238095,PICKENS,GA,27502,11553.322602537508
2007,9238095,PIERCE,GA,17822,5856.7942403624975
2007,9238095,PIKE,GA,16547,1680.2444250000003
2007,9238095,POLK,GA,40468,24624.24877567503
2007,9238095,PULASKI,GA,11284,3976.5501643624975
2007,9238095,PUTNAM,GA,20482,3344.067425362499
2007,9238095,QUITMAN,GA,2540,0.0
2007,9238095,RABUN,GA,15903,8643.05685135
2007,9238095,RANDOLPH,GA,7742,683.06782095
2007,9238095,RICHMOND,GA,200266,52950.70822308756
2007,9238095,ROCKDALE,GA,80708,22674.443530587538
2007,9238095,SCHLEY,GA,4635,469.8148095
2007,9238095,SCREVEN,GA,14825,2250.338052000001
2007,9238095,SEMINOLE,GA,8916,2490.7342436250005
2007,9238095,SPALDING,GA,62409,21720.50010440004
2007,9238095,STEPHENS,GA,25953,21322.50007893752
2007,9238095,STEWART,GA,5813,609.3922988625
2007,9238095,SUMTER,GA,32941,4441.587521624993
2007,9238095,TALBOT,GA,6765,0.0
2007,9238095,TALIAFERRO,GA,1824,0.0
2007,9238095,TATTNALL,GA,24554,7540.538363999994
2007,9238095,TAYLOR,GA,8885,2459.2679603624997
2007,9238095,TELFAIR,GA,15091,5755.375162499995
2007,9238095,TERRELL,GA,9941,616.7577900000001
2007,9238095,THOMAS,GA,44142,7479.683753175
2007,9238095,TIFT,GA,39608,9289.768154437506
2007,9238095,TOOMBS,GA,26861,11007.6969083625
2007,9238095,TOWNS,GA,10124,3295.367141999999
2007,9238095,TREUTLEN,GA,6864,1817.70035
2007,9238095,TROUP,GA,64556,13120.751691612524
2007,9238095,TURNER,GA,9102,1333.447875
2007,9238095,TWIGGS,GA,9495,326.6612625
2007,9238095,UNION,GA,20135,6228.169928537498
2007,9238095,UPSON,GA,27334,8107.533780487503
2007,9238095,WALKER,GA,66467,18488.207239000018
2007,9238095,WALTON,GA,76828,24826.740699225036
2007,9238095,WARE,GA,36064,21528.228430500043
2007,9238095,WARREN,GA,5973,444.46878749999996
2007,9238095,WASHINGTON,GA,21190,3490.6905134999975
2007,9238095,WAYNE,GA,29042,11743.294758000013
2007,9238095,WEBSTER,GA,2677,0.0
2007,9238095,WHEELER,GA,7045,1708.1338455000002
2007,9238095,WHITE,GA,24988,6409.678775312495
2007,9238095,WHITFIELD,GA,96882,23780.063434087533
2007,9238095,WILCOX,GA,9066,1585.7818020000004
2007,9238095,WILKES,GA,10629,2437.95604
2007,9238095,WILKINSON,GA,9761,1842.1862624999999
2007,9238095,WORTH,GA,21784,2869.334388999999
2008,9388301,APPLING,GA,18069,4747.700520999995
2008,9388301,ATKINSON,GA,8227,1976.85321
2008,9388301,BACON,GA,10890,8383.9391783625
2008,9388301,BAKER,GA,3567,0.0
2008,9388301,BALDWIN,GA,45592,15204.14030656252
2008,9388301,BANKS,GA,17585,4608.204393999998
2008,9388301,BARROW,GA,64721,25216.601943862526
2008,9388301,BARTOW,GA,95318,37849.96962595005
2008,9388301,BEN HILL,GA,17610,4798.918994999992
2008,9388301,BERRIEN,GA,18674,4507.466021999994
2008,9388301,BIBB,GA,155427,105340.46747768825
2008,9388301,BLECKLEY,GA,12786,6134.1728327249975
2008,9388301,BRANTLEY,GA,17656,5551.104712499997
2008,9388301,BROOKS,GA,16344,4189.163850000001
2008,9388301,BRYAN,GA,28854,9636.876420000008
2008,9388301,BULLOCH,GA,67385,13594.546502037512
2008,9388301,BURKE,GA,23103,3068.966497499999
2008,9388301,BUTTS,GA,22828,11565.703655999998
2008,9388301,CALHOUN,GA,6621,365.53745835
2008,9388301,CAMDEN,GA,49138,21628.256487950024
2008,9388301,CANDLER,GA,10705,2798.7724499999995
2008,9388301,CARROLL,GA,105926,59909.250107350126
2008,9388301,CATOOSA,GA,61788,26866.47635481252
2008,9388301,CHARLTON,GA,11794,1923.4509072374997
2008,9388301,CHATHAM,GA,258572,62655.34160170036
2008,9388301,CHATTAHOOCHEE,GA,11991,0.0
2008,9388301,CHATTOOGA,GA,25895,10390.218547587501
2008,9388301,CHEROKEE,GA,199901,57124.9160397001
2008,9388301,CLARKE,GA,113749,56575.814516187675
2008,9388301,CLAY,GA,3214,753.0275775000001
2008,9388301,CLAYTON,GA,254996,47524.09622956245
2008,9388301,CLINCH,GA,6807,3073.6119338625
2008,9388301,COBB,GA,671946,178359.7664177043
2008,9388301,COFFEE,GA,41365,19587.64750000004
2008,9388301,COLQUITT,GA,44810,8022.176891625008
2008,9388301,COLUMBIA,GA,117129,30271.48833867501
2008,9388301,COOK,GA,16923,3705.4777874999963
2008,9388301,COWETA,GA,119734,29889.180738037543
2008,9388301,CRAWFORD,GA,12601,1191.9975
2008,9388301,CRISP,GA,23148,5917.923433724989
2008,9388301,DADE,GA,16333,6268.744412999996
2008,9388301,DAWSON,GA,21062,11166.24952720001
2008,9388301,DECATUR,GA,27924,7571.150937999999
2008,9388301,DEKALB,GA,686806,85291.17013792705
2008,9388301,DODGE,GA,21266,10191.843832500006
2008,9388301,DOOLY,GA,14232,625.0068675
2008,9388301,DOUGHERTY,GA,94867,18057.377613225042
2008,9388301,DOUGLAS,GA,124307,51642.59288557502
2008,9388301,EARLY,GA,11277,1673.1304920375003
2008,9388301,ECHOLS,GA,3971,0.0
2008,9388301,EFFINGHAM,GA,49314,9306.235675500011
2008,9388301,ELBERT,GA,20237,10830.832278500007
2008,9388301,EMANUEL,GA,22448,11300.100412500005
2008,9388301,EVANS,GA,10901,6166.5833774999965
2008,9388301,FANNIN,GA,22920,13813.790705000012
2008,9388301,FAYETTE,GA,103513,26421.209483427523
2008,9388301,FLOYD,GA,95174,55643.388875900135
2008,9388301,FORSYTH,GA,160080,35995.20409822504
2008,9388301,FRANKLIN,GA,21723,17553.75593750002
2008,9388301,FULTON,GA,899467,157442.01897471538
2008,9388301,GILMER,GA,27295,15726.205813850014
2008,9388301,GLASCOCK,GA,2979,0.6054
2008,9388301,GLYNN,GA,77212,30444.50996645003
2008,9388301,GORDON,GA,52970,18083.26656750004
2008,9388301,GRADY,GA,24743,2959.758470999999
2008,9388301,GREENE,GA,15675,5677.711566862495
2008,9388301,GWINNETT,GA,761885,132376.90603785205
2008,9388301,HABERSHAM,GA,41604,17505.96245122501
2008,9388301,HALL,GA,171703,52573.06447088766
2008,9388301,HANCOCK,GA,9539,657.8400735
2008,9388301,HARALSON,GA,28156,28948.446513787516
2008,9388301,HARRIS,GA,30359,764.8291125000003
