County Name,State,State Abbreviation,FIPS,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population
COOS,Oregon,OR,41011,2004,,,0,62899,3585344
CROOK,Oregon,OR,41013,2004,,,0,19895,3585344
CURRY,Oregon,OR,41015,2004,,,0,21635,3585344
DESCHUTES,Oregon,OR,41017,2004,,,0,132316,3585344
DOUGLAS,Oregon,OR,41019,2004,,,0,103299,3585344
GILLIAM,Oregon,OR,41021,2004,,,0,1894,3585344
GRANT,Oregon,OR,41023,2004,,,0,7738,3585344
HARNEY,Oregon,OR,41025,2004,,,0,7534,3585344
HOOD RIVER,Oregon,OR,41027,2004,,,0,21183,3585344
JACKSON,Oregon,OR,41029,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,190049,3585344
JACKSON,Oregon,OR,41029,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10,190049,3585344
JEFFERSON,Oregon,OR,41031,2004,,,0,20087,3585344
JOSEPHINE,Oregon,OR,41033,2004,,,0,78525,3585344
KLAMATH,Oregon,OR,41035,2004,,,0,64815,3585344
LAKE,Oregon,OR,41037,2004,,,0,7605,3585344
LANE,Oregon,OR,41039,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,334487,3585344
LANE,Oregon,OR,41039,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13,334487,3585344
LINCOLN,Oregon,OR,41041,2004,,,0,45101,3585344
LINN,Oregon,OR,41043,2004,,,0,108519,3585344
MALHEUR,Oregon,OR,41045,2004,,,0,31498,3585344
MARION,Oregon,OR,41047,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,297044,3585344
MARION,Oregon,OR,41047,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,12,297044,3585344
MORROW,Oregon,OR,41049,2004,,,0,11067,3585344
MULTNOMAH,Oregon,OR,41051,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,690422,3585344
MULTNOMAH,Oregon,OR,41051,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,17,690422,3585344
MULTNOMAH,Oregon,OR,41051,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21,690422,3585344
POLK,Oregon,OR,41053,2004,,,0,67612,3585344
SHERMAN,Oregon,OR,41055,2004,,,0,1866,3585344
TILLAMOOK,Oregon,OR,41057,2004,,,0,24660,3585344
UMATILLA,Oregon,OR,41059,2004,,,0,72688,3585344
UNION,Oregon,OR,41061,2004,,,0,25010,3585344
WALLOWA,Oregon,OR,41063,2004,,,0,7142,3585344
WASCO,Oregon,OR,41065,2004,,,0,24361,3585344
WASHINGTON,Oregon,OR,41067,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,479096,3585344
WHEELER,Oregon,OR,41069,2004,,,0,1507,3585344
YAMHILL,Oregon,OR,41071,2004,,,0,90667,3585344
BAKER,Oregon,OR,41001,2005,,,0,16437,3626299
BENTON,Oregon,OR,41003,2005,,,0,81863,3626299
CLACKAMAS,Oregon,OR,41005,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,357202,3626299
CLATSOP,Oregon,OR,41007,2005,,,0,36329,3626299
COLUMBIA,Oregon,OR,41009,2005,,,0,46453,3626299
COOS,Oregon,OR,41011,2005,,,0,62925,3626299
CROOK,Oregon,OR,41013,2005,,,0,20075,3626299
CURRY,Oregon,OR,41015,2005,,,0,21757,3626299
DESCHUTES,Oregon,OR,41017,2005,,,0,136552,3626299
DOUGLAS,Oregon,OR,41019,2005,,,0,104030,3626299
GILLIAM,Oregon,OR,41021,2005,,,0,1890,3626299
GRANT,Oregon,OR,41023,2005,,,0,7689,3626299
HARNEY,Oregon,OR,41025,2005,,,0,7516,3626299
HOOD RIVER,Oregon,OR,41027,2005,,,0,21377,3626299
JACKSON,Oregon,OR,41029,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,192241,3626299
JEFFERSON,Oregon,OR,41031,2005,,,0,20360,3626299
JOSEPHINE,Oregon,OR,41033,2005,,,0,79224,3626299
KLAMATH,Oregon,OR,41035,2005,,,0,65076,3626299
LAKE,Oregon,OR,41037,2005,,,0,7651,3626299
LANE,Oregon,OR,41039,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,337356,3626299
LANE,Oregon,OR,41039,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,11,337356,3626299
LINCOLN,Oregon,OR,41041,2005,,,0,45256,3626299
LINN,Oregon,OR,41043,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,109879,3626299
MALHEUR,Oregon,OR,41045,2005,,,0,31468,3626299
MARION,Oregon,OR,41047,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,300094,3626299
MORROW,Oregon,OR,41049,2005,,,0,11085,3626299
MULTNOMAH,Oregon,OR,41051,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,75,697877,3626299
MULTNOMAH,Oregon,OR,41051,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,21,697877,3626299
MULTNOMAH,Oregon,OR,41051,2005,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,697877,3626299
POLK,Oregon,OR,41053,2005,,,0,68912,3626299
SHERMAN,Oregon,OR,41055,2005,,,0,1849,3626299
TILLAMOOK,Oregon,OR,41057,2005,,,0,24759,3626299
UMATILLA,Oregon,OR,41059,2005,,,0,73221,3626299
UNION,Oregon,OR,41061,2005,,,0,25132,3626299
WALLOWA,Oregon,OR,41063,2005,,,0,7120,3626299
WASCO,Oregon,OR,41065,2005,,,0,24502,3626299
WASHINGTON,Oregon,OR,41067,2005,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,487556,3626299
WASHINGTON,Oregon,OR,41067,2005,Drug poisonings (overdose) Suicide (X60-X64),D2,12,487556,3626299
WHEELER,Oregon,OR,41069,2005,,,0,1496,3626299
YAMHILL,Oregon,OR,41071,2005,,,0,92090,3626299
BAKER,Oregon,OR,41001,2006,,,0,16376,3667254
BENTON,Oregon,OR,41003,2006,,,0,82607,3667254
CLACKAMAS,Oregon,OR,41005,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,360961,3667254
CLACKAMAS,Oregon,OR,41005,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,11,360961,3667254
CLATSOP,Oregon,OR,41007,2006,,,0,36468,3667254
COLUMBIA,Oregon,OR,41009,2006,,,0,47033,3667254
COOS,Oregon,OR,41011,2006,,,0,62951,3667254
CROOK,Oregon,OR,41013,2006,,,0,20255,3667254
CURRY,Oregon,OR,41015,2006,,,0,21879,3667254
DESCHUTES,Oregon,OR,41017,2006,,,0,140788,3667254
DOUGLAS,Oregon,OR,41019,2006,,,0,104761,3667254
GILLIAM,Oregon,OR,41021,2006,,,0,1886,3667254
GRANT,Oregon,OR,41023,2006,,,0,7640,3667254
HARNEY,Oregon,OR,41025,2006,,,0,7498,3667254
HOOD RIVER,Oregon,OR,41027,2006,,,0,21571,3667254
JACKSON,Oregon,OR,41029,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,194433,3667254
JACKSON,Oregon,OR,41029,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,11,194433,3667254
JEFFERSON,Oregon,OR,41031,2006,,,0,20633,3667254
JOSEPHINE,Oregon,OR,41033,2006,,,0,79923,3667254
KLAMATH,Oregon,OR,41035,2006,,,0,65337,3667254
LAKE,Oregon,OR,41037,2006,,,0,7697,3667254
LANE,Oregon,OR,41039,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,340225,3667254
LANE,Oregon,OR,41039,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,10,340225,3667254
LANE,Oregon,OR,41039,2006,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,340225,3667254
LINCOLN,Oregon,OR,41041,2006,,,0,45411,3667254
LINN,Oregon,OR,41043,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,111239,3667254
MALHEUR,Oregon,OR,41045,2006,,,0,31438,3667254
MARION,Oregon,OR,41047,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,303144,3667254
MORROW,Oregon,OR,41049,2006,,,0,11103,3667254
MULTNOMAH,Oregon,OR,41051,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,86,705332,3667254
MULTNOMAH,Oregon,OR,41051,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,25,705332,3667254
MULTNOMAH,Oregon,OR,41051,2006,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19,705332,3667254
POLK,Oregon,OR,41053,2006,,,0,70212,3667254
SHERMAN,Oregon,OR,41055,2006,,,0,1832,3667254
TILLAMOOK,Oregon,OR,41057,2006,,,0,24858,3667254
UMATILLA,Oregon,OR,41059,2006,,,0,73754,3667254
UNION,Oregon,OR,41061,2006,,,0,25254,3667254
WALLOWA,Oregon,OR,41063,2006,,,0,7098,3667254
WASCO,Oregon,OR,41065,2006,,,0,24643,3667254
WASHINGTON,Oregon,OR,41067,2006,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,496016,3667254
WASHINGTON,Oregon,OR,41067,2006,Drug poisonings (overdose) Suicide (X60-X64),D2,12,496016,3667254
WHEELER,Oregon,OR,41069,2006,,,0,1485,3667254
YAMHILL,Oregon,OR,41071,2006,,,0,93513,3667254
BAKER,Oregon,OR,41001,2007,,,0,16315,3708209
BENTON,Oregon,OR,41003,2007,,,0,83351,3708209
CLACKAMAS,Oregon,OR,41005,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,364720,3708209
CLATSOP,Oregon,OR,41007,2007,,,0,36607,3708209
COLUMBIA,Oregon,OR,41009,2007,,,0,47613,3708209
COOS,Oregon,OR,41011,2007,,,0,62977,3708209
CROOK,Oregon,OR,41013,2007,,,0,20435,3708209
CURRY,Oregon,OR,41015,2007,,,0,22001,3708209
DESCHUTES,Oregon,OR,41017,2007,,,0,145024,3708209
DOUGLAS,Oregon,OR,41019,2007,,,0,105492,3708209
GILLIAM,Oregon,OR,41021,2007,,,0,1882,3708209
GRANT,Oregon,OR,41023,2007,,,0,7591,3708209
HARNEY,Oregon,OR,41025,2007,,,0,7480,3708209
HOOD RIVER,Oregon,OR,41027,2007,,,0,21765,3708209
JACKSON,Oregon,OR,41029,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,196625,3708209
JEFFERSON,Oregon,OR,41031,2007,,,0,20906,3708209
JOSEPHINE,Oregon,OR,41033,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,80622,3708209
KLAMATH,Oregon,OR,41035,2007,,,0,65598,3708209
LAKE,Oregon,OR,41037,2007,,,0,7743,3708209
LANE,Oregon,OR,41039,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,343094,3708209
LINCOLN,Oregon,OR,41041,2007,,,0,45566,3708209
LINN,Oregon,OR,41043,2007,,,0,112599,3708209
MALHEUR,Oregon,OR,41045,2007,,,0,31408,3708209
MARION,Oregon,OR,41047,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,306194,3708209
MORROW,Oregon,OR,41049,2007,,,0,11121,3708209
MULTNOMAH,Oregon,OR,41051,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,129,712787,3708209
MULTNOMAH,Oregon,OR,41051,2007,Drug poisonings (overdose) Suicide (X60-X64),D2,13,712787,3708209
MULTNOMAH,Oregon,OR,41051,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21,712787,3708209
POLK,Oregon,OR,41053,2007,,,0,71512,3708209
SHERMAN,Oregon,OR,41055,2007,,,0,1815,3708209
TILLAMOOK,Oregon,OR,41057,2007,,,0,24957,3708209
UMATILLA,Oregon,OR,41059,2007,,,0,74287,3708209
UNION,Oregon,OR,41061,2007,,,0,25376,3708209
WALLOWA,Oregon,OR,41063,2007,,,0,7076,3708209
WASCO,Oregon,OR,41065,2007,,,0,24784,3708209
WASHINGTON,Oregon,OR,41067,2007,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,504476,3708209
WASHINGTON,Oregon,OR,41067,2007,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,504476,3708209
WHEELER,Oregon,OR,41069,2007,,,0,1474,3708209
YAMHILL,Oregon,OR,41071,2007,,,0,94936,3708209
BAKER,Oregon,OR,41001,2008,,,0,16254,3749164
BENTON,Oregon,OR,41003,2008,,,0,84095,3749164
CLACKAMAS,Oregon,OR,41005,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,368479,3749164
CLATSOP,Oregon,OR,41007,2008,,,0,36746,3749164
COLUMBIA,Oregon,OR,41009,2008,,,0,48193,3749164
COOS,Oregon,OR,41011,2008,,,0,63003,3749164
CROOK,Oregon,OR,41013,2008,,,0,20615,3749164
CURRY,Oregon,OR,41015,2008,,,0,22123,3749164
DESCHUTES,Oregon,OR,41017,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,149260,3749164
DOUGLAS,Oregon,OR,41019,2008,,,0,106223,3749164
GILLIAM,Oregon,OR,41021,2008,,,0,1878,3749164
GRANT,Oregon,OR,41023,2008,,,0,7542,3749164
HARNEY,Oregon,OR,41025,2008,,,0,7462,3749164
HOOD RIVER,Oregon,OR,41027,2008,,,0,21959,3749164
JACKSON,Oregon,OR,41029,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,198817,3749164
JEFFERSON,Oregon,OR,41031,2008,,,0,21179,3749164
JOSEPHINE,Oregon,OR,41033,2008,,,0,81321,3749164
KLAMATH,Oregon,OR,41035,2008,,,0,65859,3749164
LAKE,Oregon,OR,41037,2008,,,0,7789,3749164
LANE,Oregon,OR,41039,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,345963,3749164
LINCOLN,Oregon,OR,41041,2008,,,0,45721,3749164
LINN,Oregon,OR,41043,2008,,,0,113959,3749164
MALHEUR,Oregon,OR,41045,2008,,,0,31378,3749164
MARION,Oregon,OR,41047,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,309244,3749164
MORROW,Oregon,OR,41049,2008,,,0,11139,3749164
MULTNOMAH,Oregon,OR,41051,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,108,720242,3749164
MULTNOMAH,Oregon,OR,41051,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,15,720242,3749164
MULTNOMAH,Oregon,OR,41051,2008,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,720242,3749164
POLK,Oregon,OR,41053,2008,,,0,72812,3749164
SHERMAN,Oregon,OR,41055,2008,,,0,1798,3749164
TILLAMOOK,Oregon,OR,41057,2008,,,0,25056,3749164
UMATILLA,Oregon,OR,41059,2008,,,0,74820,3749164
UNION,Oregon,OR,41061,2008,,,0,25498,3749164
WALLOWA,Oregon,OR,41063,2008,,,0,7054,3749164
WASCO,Oregon,OR,41065,2008,,,0,24925,3749164
WASHINGTON,Oregon,OR,41067,2008,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,512936,3749164
WASHINGTON,Oregon,OR,41067,2008,Drug poisonings (overdose) Suicide (X60-X64),D2,11,512936,3749164
WHEELER,Oregon,OR,41069,2008,,,0,1463,3749164
YAMHILL,Oregon,OR,41071,2008,,,0,96359,3749164
BAKER,Oregon,OR,41001,2009,,,0,16193,3790119
BENTON,Oregon,OR,41003,2009,,,0,84839,3790119
CLACKAMAS,Oregon,OR,41005,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,372238,3790119
CLATSOP,Oregon,OR,41007,2009,,,0,36885,3790119
COLUMBIA,Oregon,OR,41009,2009,,,0,48773,3790119
COOS,Oregon,OR,41011,2009,,,0,63029,3790119
CROOK,Oregon,OR,41013,2009,,,0,20795,3790119
CURRY,Oregon,OR,41015,2009,,,0,22245,3790119
DESCHUTES,Oregon,OR,41017,2009,,,0,153496,3790119
DOUGLAS,Oregon,OR,41019,2009,,,0,106954,3790119
GILLIAM,Oregon,OR,41021,2009,,,0,1874,3790119
GRANT,Oregon,OR,41023,2009,,,0,7493,3790119
HARNEY,Oregon,OR,41025,2009,,,0,7444,3790119
HOOD RIVER,Oregon,OR,41027,2009,,,0,22153,3790119
JACKSON,Oregon,OR,41029,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,201009,3790119
JEFFERSON,Oregon,OR,41031,2009,,,0,21452,3790119
JOSEPHINE,Oregon,OR,41033,2009,,,0,82020,3790119
KLAMATH,Oregon,OR,41035,2009,,,0,66120,3790119
LAKE,Oregon,OR,41037,2009,,,0,7835,3790119
LANE,Oregon,OR,41039,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,348832,3790119
LANE,Oregon,OR,41039,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,16,348832,3790119
LINCOLN,Oregon,OR,41041,2009,,,0,45876,3790119
LINN,Oregon,OR,41043,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,115319,3790119
MALHEUR,Oregon,OR,41045,2009,,,0,31348,3790119
MARION,Oregon,OR,41047,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,312294,3790119
MORROW,Oregon,OR,41049,2009,,,0,11157,3790119
MULTNOMAH,Oregon,OR,41051,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,727697,3790119
MULTNOMAH,Oregon,OR,41051,2009,Drug poisonings (overdose) Suicide (X60-X64),D2,13,727697,3790119
MULTNOMAH,Oregon,OR,41051,2009,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13,727697,3790119
POLK,Oregon,OR,41053,2009,,,0,74112,3790119
SHERMAN,Oregon,OR,41055,2009,,,0,1781,3790119
TILLAMOOK,Oregon,OR,41057,2009,,,0,25155,3790119
UMATILLA,Oregon,OR,41059,2009,,,0,75353,3790119
UNION,Oregon,OR,41061,2009,,,0,25620,3790119
WALLOWA,Oregon,OR,41063,2009,,,0,7032,3790119
WASCO,Oregon,OR,41065,2009,,,0,25066,3790119
WASHINGTON,Oregon,OR,41067,2009,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,521396,3790119
WHEELER,Oregon,OR,41069,2009,,,0,1452,3790119
YAMHILL,Oregon,OR,41071,2009,,,0,97782,3790119
BAKER,Oregon,OR,41001,2010,,,0,16131,3831075
BENTON,Oregon,OR,41003,2010,,,0,85582,3831075
CLACKAMAS,Oregon,OR,41005,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,375996,3831075
CLACKAMAS,Oregon,OR,41005,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,11,375996,3831075
CLATSOP,Oregon,OR,41007,2010,,,0,37026,3831075
COLUMBIA,Oregon,OR,41009,2010,,,0,49353,3831075
COOS,Oregon,OR,41011,2010,,,0,63054,3831075
CROOK,Oregon,OR,41013,2010,,,0,20978,3831075
CURRY,Oregon,OR,41015,2010,,,0,22365,3831075
DESCHUTES,Oregon,OR,41017,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,157730,3831075
DOUGLAS,Oregon,OR,41019,2010,,,0,107684,3831075
GILLIAM,Oregon,OR,41021,2010,,,0,1873,3831075
GRANT,Oregon,OR,41023,2010,,,0,7444,3831075
HARNEY,Oregon,OR,41025,2010,,,0,7422,3831075
HOOD RIVER,Oregon,OR,41027,2010,,,0,22346,3831075
JACKSON,Oregon,OR,41029,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,203205,3831075
JEFFERSON,Oregon,OR,41031,2010,,,0,21723,3831075
JOSEPHINE,Oregon,OR,41033,2010,,,0,82718,3831075
KLAMATH,Oregon,OR,41035,2010,,,0,66380,3831075
LAKE,Oregon,OR,41037,2010,,,0,7885,3831075
LANE,Oregon,OR,41039,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,351704,3831075
LANE,Oregon,OR,41039,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,21,351704,3831075
LINCOLN,Oregon,OR,41041,2010,,,0,46033,3831075
LINN,Oregon,OR,41043,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,116676,3831075
MALHEUR,Oregon,OR,41045,2010,,,0,31316,3831075
MARION,Oregon,OR,41047,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,315343,3831075
MARION,Oregon,OR,41047,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,10,315343,3831075
MORROW,Oregon,OR,41049,2010,,,0,11177,3831075
MULTNOMAH,Oregon,OR,41051,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,87,735148,3831075
MULTNOMAH,Oregon,OR,41051,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,17,735148,3831075
MULTNOMAH,Oregon,OR,41051,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17,735148,3831075
POLK,Oregon,OR,41053,2010,,,0,75407,3831075
SHERMAN,Oregon,OR,41055,2010,,,0,1766,3831075
TILLAMOOK,Oregon,OR,41057,2010,,,0,25254,3831075
UMATILLA,Oregon,OR,41059,2010,,,0,75885,3831075
UNION,Oregon,OR,41061,2010,,,0,25744,3831075
WALLOWA,Oregon,OR,41063,2010,,,0,7008,3831075
WASCO,Oregon,OR,41065,2010,,,0,25211,3831075
WASHINGTON,Oregon,OR,41067,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,529860,3831075
WASHINGTON,Oregon,OR,41067,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,13,529860,3831075
WHEELER,Oregon,OR,41069,2010,,,0,1439,3831075
YAMHILL,Oregon,OR,41071,2010,,,0,99209,3831075
BAKER,Oregon,OR,41001,2011,,,0,16115,3876030
BENTON,Oregon,OR,41003,2011,,,0,86397,3876030
CLACKAMAS,Oregon,OR,41005,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,381006,3876030
CLATSOP,Oregon,OR,41007,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,37368,3876030
COLUMBIA,Oregon,OR,41009,2011,,,0,49731,3876030
COOS,Oregon,OR,41011,2011,,,0,63221,3876030
CROOK,Oregon,OR,41013,2011,,,0,21339,3876030
CURRY,Oregon,OR,41015,2011,,,0,22421,3876030
DESCHUTES,Oregon,OR,41017,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,162013,3876030
DOUGLAS,Oregon,OR,41019,2011,,,0,108009,3876030
GILLIAM,Oregon,OR,41021,2011,,,0,1876,3876030
GRANT,Oregon,OR,41023,2011,,,0,7410,3876030
HARNEY,Oregon,OR,41025,2011,,,0,7410,3876030
HOOD RIVER,Oregon,OR,41027,2011,,,0,22481,3876030
JACKSON,Oregon,OR,41029,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,205250,3876030
JEFFERSON,Oregon,OR,41031,2011,,,0,22032,3876030
JOSEPHINE,Oregon,OR,41033,2011,,,0,83302,3876030
KLAMATH,Oregon,OR,41035,2011,,,0,66539,3876030
LAKE,Oregon,OR,41037,2011,,,0,7884,3876030
LANE,Oregon,OR,41039,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,355192,3876030
LANE,Oregon,OR,41039,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10,355192,3876030
LINCOLN,Oregon,OR,41041,2011,,,0,46452,3876030
LINN,Oregon,OR,41043,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,118008,3876030
MALHEUR,Oregon,OR,41045,2011,,,0,31242,3876030
MARION,Oregon,OR,41047,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,319284,3876030
MORROW,Oregon,OR,41049,2011,,,0,11201,3876030
MULTNOMAH,Oregon,OR,41051,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,123,744740,3876030
MULTNOMAH,Oregon,OR,41051,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,18,744740,3876030
POLK,Oregon,OR,41053,2011,,,0,76635,3876030
SHERMAN,Oregon,OR,41055,2011,,,0,1759,3876030
TILLAMOOK,Oregon,OR,41057,2011,,,0,25446,3876030
UMATILLA,Oregon,OR,41059,2011,,,0,76089,3876030
UNION,Oregon,OR,41061,2011,,,0,25834,3876030
WALLOWA,Oregon,OR,41063,2011,,,0,7017,3876030
WASCO,Oregon,OR,41065,2011,,,0,25373,3876030
WASHINGTON,Oregon,OR,41067,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,538339,3876030
WASHINGTON,Oregon,OR,41067,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,14,538339,3876030
WHEELER,Oregon,OR,41069,2011,,,0,1430,3876030
