FIPS*,County name,RUC code,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-18,
47107,McMinn County,4,"42,383","49,011","52,279","53,285",1.9%,
47109,McNairy County,6,"22,422","24,644","26,077","25,832",-0.9%,
47111,Macon County,1,"15,906","20,407","22,226","24,265",9.2%,
47113,Madison County,3,"77,982","91,900","98,301","97,605",-0.7%,
47115,Marion County,2,"24,683","27,765","28,222","28,575",1.3%,
47117,Marshall County,6,"21,539","26,761","30,608","33,683",10.0%,
47119,Maury County,1,"54,812","69,542","80,932","94,340",16.6%,
47121,Meigs County,8,"8,033","11,052","11,768","12,306",4.6%,
47123,Monroe County,6,"30,541","38,969","44,504","46,357",4.2%,
47125,Montgomery County,2,"100,498","134,725","172,363","205,950",19.5%,
47127,Moore County,9,"4,696","5,698","6,342","6,411",1.1%,
47129,Morgan County,2,"17,300","19,754","21,986","21,579",-1.9%,
47131,Obion County,7,"31,717","32,470","31,807","30,267",-4.8%,
47133,Overton County,7,"17,636","20,124","22,080","22,068",-0.1%,
47135,Perry County,8,"6,612","7,608","7,928","8,064",1.7%,
47137,Pickett County,9,"4,548","4,941","5,083","5,082",0.0%,
47139,Polk County,3,"13,643","16,039","16,824","16,898",0.4%,
47141,Putnam County,4,"51,373","62,315","72,349","78,843",9.0%,
47143,Rhea County,6,"24,344","28,398","31,800","33,044",3.9%,
47145,Roane County,2,"47,227","51,921","54,199","53,140",-2.0%,
47147,Robertson County,1,"41,492","54,430","66,332","71,012",7.1%,
47149,Rutherford County,1,"118,570","182,029","262,582","324,890",23.7%,
47151,Scott County,6,"18,358","21,129","22,232","22,039",-0.9%,
47153,Sequatchie County,2,"8,863","11,262","14,121","14,876",5.3%,
47155,Sevier County,4,"51,050","71,200","89,719","97,892",9.1%,
47157,Shelby County,1,"826,330","897,466","927,682","935,764",0.9%,
47159,Smith County,1,"14,143","17,708","19,149","19,942",4.1%,
47161,Stewart County,8,"9,479","12,369","13,313","13,561",1.9%,
47163,Sullivan County,2,"143,596","153,089","156,800","157,668",0.6%,
47165,Sumner County,1,"103,281","130,528","160,634","187,149",16.5%,
47167,Tipton County,1,"37,568","51,309","61,006","61,581",0.9%,
47169,Trousdale County,1,"5,920","7,256","7,864","11,012",40.0%,
47171,Unicoi County,3,"16,549","17,666","18,311","17,761",-3.0%,
47173,Union County,2,"13,694","17,843","19,107","19,688",3.0%,
47175,Van Buren County,9,"4,846","5,505","5,558","5,765",3.7%,
47177,Warren County,6,"32,992","38,275","39,824","40,878",2.6%,
47179,Washington County,3,"92,336","107,188","123,058","128,607",4.5%,
47181,Wayne County,8,"13,935","16,817","17,027","16,558",-2.8%,
47183,Weakley County,7,"31,972","34,917","35,015","33,415",-4.6%,
47185,White County,7,"20,090","23,139","25,837","27,107",4.9%,
47187,Williamson County,1,"81,021","126,649","183,265","231,729",26.4%,
47189,Wilson County,1,"67,675","88,794","114,073","140,625",23.3%,
